location_id,name,distance,bearing,address_obj.street1,address_obj.street2,address_obj.city,address_obj.country,address_obj.address_string,address_obj.postalcode
3941742,Rest. Pizzaria A Variante,1.1360357661383624,northwest,En 234-1,"40° 14' 51.19, -8° 29' 39.20",Coimbra,Portugal,"En 234-1 40° 14' 51.19, -8° 29' 39.20, Coimbra Portugal",
25131407,Alto do Padrao Restaurante,0.08793508800482429,east,Rua Senhora dos Remedios,Padrão Industrial Zone,Lousa,Portugal,"Rua Senhora dos Remedios Padrão Industrial Zone, Lousa 3200-193 Portugal",3200-193
6437542,Restaurante Fornos de Sao Domingos,0.5439033679613005,north,"Rua do Apeadeiro, Fornos",,Coimbra,Portugal,"Rua do Apeadeiro, Fornos, Coimbra 3020-927 Portugal",3020-927
12311563,Restaurante Arco-Iris Pizzaria,0.6041122121885447,northwest,"Rua da Fontinha, n0 5, Corujeira","Corujeira Sao Martinho , Junto Do Centro Cirurgico",Coimbra,Portugal,"Rua da Fontinha, n0 5, Corujeira Corujeira Sao Martinho , Junto Do Centro Cirurgico, Coimbra 3045-069 Portugal",3045-069
25333498,Padaria Central de Sao Martinho,0.681909693945149,northeast,Rua eng Julio Araujo Vieira 25a,25a,Coimbra,Portugal,"Rua eng Julio Araujo Vieira 25a 25a, Coimbra 3040-300 Portugal",3040-300
14782747,Lua Nova,0.7577079733934705,northeast,"Rua padre Julio Marques, Lt2, Rc",,Coimbra,Portugal,"Rua padre Julio Marques, Lt2, Rc, Coimbra 3045-108 Portugal",3045-108
25217204,Irmandade Da Carne,0.2510489937320575,southeast,Rua Infante Dom Henrique 261,São Martinho Do Bispo,Coimbra,Portugal,"Rua Infante Dom Henrique 261 São Martinho Do Bispo, Coimbra 3045-081 Portugal",3045-081
8369017,O Forno,0.30314987660157267,southeast,Rua Infante Dom Henrique 271 R/C,,Coimbra,Portugal,"Rua Infante Dom Henrique 271 R/C, Coimbra 3045-081 Portugal",3045-081
19747750,Petrus Snack Bar,0.4342866554534719,southeast,Rua Do Miradouro 1,,Coimbra,Portugal,"Rua Do Miradouro 1, Coimbra 3045-092 Portugal",3045-092
25217204,Irmandade Da Carne,0.1311230620615589,west,Rua Infante Dom Henrique 261,São Martinho Do Bispo,Coimbra,Portugal,"Rua Infante Dom Henrique 261 São Martinho Do Bispo, Coimbra 3045-081 Portugal",3045-081
23474071,RAGU - Fresh Pasta,0.7220732873873711,east,Avenida Joao das Regras 90,,Coimbra,Portugal,"Avenida Joao das Regras 90, Coimbra 3040-256 Portugal",3040-256
23963544,Aliber,0.7220732873873711,east,Rua Do Vale Da Mata,,Coimbra,Portugal,"Rua Do Vale Da Mata, Coimbra Portugal",
8369017,O Forno,0.09545607665885435,west,Rua Infante Dom Henrique 271 R/C,,Coimbra,Portugal,"Rua Infante Dom Henrique 271 R/C, Coimbra 3045-081 Portugal",3045-081
12579554,Vhita Fit,0.8856850223970881,east,"R. Dom Joao III, 59",Bar do Holmes Place,Coimbra,Portugal,"R. Dom Joao III, 59 Bar do Holmes Place, Coimbra 3030-324 Portugal",3030-324
19747750,Petrus Snack Bar,0.15864572247046724,southwest,Rua Do Miradouro 1,,Coimbra,Portugal,"Rua Do Miradouro 1, Coimbra 3045-092 Portugal",3045-092
11993633,Restaurante Terramar,0.9650846040050572,south,Estrada Espirito Santo das Touregas 9,,Coimbra,Portugal,"Estrada Espirito Santo das Touregas 9, Coimbra 3000-458 Portugal",3000-458
25179538,O Palco,0.7220732873873711,east,Avenida Dom Afonso Henriques N 55,Loja RC DTO,Coimbra,Portugal,"Avenida Dom Afonso Henriques N 55 Loja RC DTO, Coimbra 3000-011 Portugal",3000-011
24997621,Justsushi Coimbra,0.7220732873873711,east,Avenida Sa da Bandeira 17,,Coimbra,Portugal,"Avenida Sa da Bandeira 17, Coimbra 3000-351 Portugal",3000-351
25131407,Alto do Padrao Restaurante,0.2877868763466172,northwest,Rua Senhora dos Remedios,Padrão Industrial Zone,Lousa,Portugal,"Rua Senhora dos Remedios Padrão Industrial Zone, Lousa 3200-193 Portugal",3200-193
12911327,Padaria Pastelaria Eca de Queiros,0.1895783773109468,northwest,Rua do Capitao Lebre 43,Verdemilho,Aveiro,Portugal,"Rua do Capitao Lebre 43 Verdemilho, Aveiro 3810-384 Portugal",3810-384
17839372,Gelato Davvero Aveiro,0.8332056442268503,north,"Rua da Praia, n06",Barra Beach,Gafanha da Nazare,Portugal,"Rua da Praia, n06 Barra Beach, Gafanha da Nazare, Ilhavo 3830-751 Portugal",3830-751
10522137,Gelato Davvero Aveiro,0.8332056442268503,north,Rua da Prata 6,,Aveiro,Portugal,"Rua da Prata 6, Aveiro 3800-222 Portugal",3800-222
11726154,Autocarro Bar,0.8907328582049103,north,Largo da Universidade,,Aveiro,Portugal,"Largo da Universidade, Aveiro 3810-489 Portugal",3810-489
12593551,Restaurante Dom Churrasco,0.8271346929364389,southwest,Rua Vasco da Gama 87,,Ilhavo,Portugal,"Rua Vasco da Gama 87, Ilhavo 3830-225 Portugal",3830-225
13866728,Merendita Take Away,0.9027309157964017,southwest,Rua Coronel Candido Teles 5,,Ilhavo,Portugal,"Rua Coronel Candido Teles 5, Ilhavo 3830-126 Portugal",3830-126
12078635,Chico Bar,1.3178517357167625,southwest,Calcada Carlos Paiao 39,,Ilhavo,Portugal,"Calcada Carlos Paiao 39, Ilhavo 3830-052 Portugal",3830-052
15046362,Pastelaria Santos,1.2972088466728626,southwest,Rua de Santo Antonio 48,,Ilhavo,Portugal,"Rua de Santo Antonio 48, Ilhavo 3830-153 Portugal",3830-153
4077178,Casa ZeZe,1.2344954717635575,southwest,Rua Jose Estevao 707,Gafanha da Nazare,Ilhavo,Portugal,"Rua Jose Estevao 707 Gafanha da Nazare, Ilhavo 3830-036 Portugal",3830-036
4701082,Restaurante Villa Madrid,1.285582237488419,southwest,Avenida 25 de Abril 122,,Ilhavo,Portugal,"Avenida 25 de Abril 122, Ilhavo 3830-044 Portugal",3830-044
3842567,Casas do Bragal,0.15035877296904368,southwest,Rua Damiao de Gois,Urbani,Coimbra,Portugal,"Rua Damiao de Gois Urbani, Coimbra 3030-388 Portugal",3030-388
5981403,Mcdonalds,0.5895762176247035,west,Rua Antonio Feliciano Castilho,,Coimbra,Portugal,"Rua Antonio Feliciano Castilho, Coimbra 3030-325 Portugal",3030-325
3814892,Pastelaria Padaria Tamoeiro,0.5804224262167307,west,Rua Carolina Michaellis 20 a,,Coimbra,Portugal,"Rua Carolina Michaellis 20 a, Coimbra 3030-324 Portugal",3030-324
14045878,Sr. Tosta,0.6297986962624554,west,"Rua Joao de Deus Ramos, 146, GiraSolum, Loja 6","Centro Comercual GiraSolum, R/C, Loja 6",Coimbra,Portugal,"Rua Joao de Deus Ramos, 146, GiraSolum, Loja 6 Centro Comercual GiraSolum, R/C, Loja 6, Coimbra 3030-328 Portugal",3030-328
17387881,Torga Cafe,0.7052087991058108,west,Rua Miguel Torga,,Coimbra,Portugal,"Rua Miguel Torga, Coimbra 3030-165 Portugal",3030-165
23774144,Donut Lovers,0.7028972348647604,west,Rua Miguel Torga 68,,Coimbra,Portugal,"Rua Miguel Torga 68, Coimbra 3030-165 Portugal",3030-165
23841254,Ponto Brasil,0.7772118892593664,west,Estrada da Ribeira de Eiras,Centro Comercial Retail Park,Coimbra,Portugal,"Estrada da Ribeira de Eiras Centro Comercial Retail Park, Coimbra 3020-497 Portugal",3020-497
12929686,SushiCome,0.7334113423102059,west,Avenida Emidio Navarro N 44,,Coimbra,Portugal,"Avenida Emidio Navarro N 44, Coimbra 3000-150 Portugal",3000-150
8415195,PRIMVS Restaurante,0.6562549249384172,west,Rua Joao de Deus Ramos 129,,Coimbra,Portugal,"Rua Joao de Deus Ramos 129, Coimbra 3030-328 Portugal",3030-328
11749058,Honorato Coimbra,0.6660026108039887,west,Rua Joao de Deus Ramos 145,,Coimbra,Portugal,"Rua Joao de Deus Ramos 145, Coimbra 3030-328 Portugal",3030-328
25240797,Jimbu,0.027940325429580273,southwest,Rua do Raimundo 93,,Evora,Portugal,"Rua do Raimundo 93, Evora 7000-661 Portugal",7000-661
3546618,Restaurante Salsa Verde,0.032208297871698675,southwest,Rua do Raimundo 93-A,,Evora,Portugal,"Rua do Raimundo 93-A, Evora 7000-661 Portugal",7000-661
23394485,Craftheritage,0.06915795363531121,south,Rua Romao Ramalho,,Evora,Portugal,"Rua Romao Ramalho, Evora Portugal",
10140255,Tasquinha A Mata,0.10295911585337642,southwest,Rua do Raimundo 113,,Evora,Portugal,"Rua do Raimundo 113, Evora 7000-661 Portugal",7000-661
19492031,Petiskevora,0.10295911585337642,southwest,Rua do Raimundo n113,Centro Histórico,Evora,Portugal,"Rua do Raimundo n113 Centro Histórico, Evora 7000-661 Portugal",7000-661
10687604,Sabores do Alentejo,0.11265344179640309,west,Travessa da Palmeira 4 6,M'ar de Ar Hotels,Evora,Portugal,"Travessa da Palmeira 4 6 M'ar de Ar Hotels, Evora 7000-546 Portugal",7000-546
17605813,Bella pizza evora,0.11006663869270304,southwest,Rua do Raimundo 115,,Evora,Portugal,"Rua do Raimundo 115, Evora 7000-661 Portugal",7000-661
2639510,Palacio Dourado,0.11517218367977639,southwest,Rua do Raimundo 120,,Evora,Portugal,"Rua do Raimundo 120, Evora 7000-661 Portugal",7000-661
11946808,Cafe Restaurante O Parque,0.2132278161204285,southwest,Rua de Viana 35,Perto da Arena de Évora,Evora,Portugal,"Rua de Viana 35 Perto da Arena de Évora, Evora 7005-410 Portugal",7005-410
4888761,"Restaurante Churrasqueira ""O Cacador""",0.2190017808341532,southwest,Estrada Antiga Viana,,Evora,Portugal,"Estrada Antiga Viana, Evora 7005 Portugal",7005
4059229,O Batista do Bacalhau,0.4691195017482906,west,Rua do Padre Americo 31,Areias de Vilar,Aveiro,Portugal,"Rua do Padre Americo 31 Areias de Vilar, Aveiro 3810-024 Portugal",3810-024
6104677,Restaurante Sao Bras,0.07321307030956796,southeast,Rua de Sao Bras N 178,,Aveiro,Portugal,"Rua de Sao Bras N 178, Aveiro 3810-333 Portugal",3810-333
11777392,O Lavrador,0.607969729663608,west,Rua das Areias de Vilar 27B,,Aveiro,Portugal,"Rua das Areias de Vilar 27B, Aveiro 3810-214 Portugal",3810-214
11959415,"Taberna Cacola ""Patio das Cantigas """,0.7513153860963,west,Rua Direita No 11 vilar,,Aveiro,Portugal,"Rua Direita No 11 vilar, Aveiro 3810-028 Portugal",3810-028
15106076,No Ponto Petiscaria,0.0367795843519712,north,Rua de Sao Bras 130,,Aveiro,Portugal,"Rua de Sao Bras 130, Aveiro 3810-333 Portugal",3810-333
8624539,Churrascaria Querida,0.52263764098244,northwest,Rua Santa Joana,,Aveiro,Portugal,"Rua Santa Joana, Aveiro 3810-164 Portugal",3810-164
17549752,La Famille,0.7710651275242856,southwest,Estr. de Sao Bernardo 438,,Aveiro,Portugal,"Estr. de Sao Bernardo 438, Aveiro 3810-174 Portugal",3810-174
20996119,Restaurante Bagatela,0.9589598211836846,south,Rua de Castela n0 1,,Aveiro,Portugal,"Rua de Castela n0 1, Aveiro 3810-230 Portugal",3810-230
17547954,Pizzaria La Famille,0.7779451307275083,southwest,Estrada de Sao Bernardo n 440,,Aveiro,Portugal,"Estrada de Sao Bernardo n 440, Aveiro 3810-174 Portugal",3810-174
25081618,Brasapao,0.8034918844411579,south,Rua Conego Maio 103,São Bernardo,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",3810-089
14048835,Bodegao (Braga),0.13688529954742407,north,Av. Antero de Quental,,Braga,Portugal,"Av. Antero de Quental, Braga 4710-427 Portugal",4710-427
4424354,Lua Cheia,0.1098189812712017,south,Avenida Antero de Quental 26,4710-353 Sao Victor,Braga,Portugal,"Avenida Antero de Quental 26 4710-353 Sao Victor, Braga 4710-353 Portugal",4710-353
12907574,Steak 'n Shake,0.13688529954742407,north,Av. Antero de Quental,,Braga,Portugal,"Av. Antero de Quental, Braga 4710-427 Portugal",4710-427
12795012,Italiamo,0.38413750741632025,northeast,"Rua Engenheiro Nuno Alvares, n.3, Gualtar",,Braga,Portugal,"Rua Engenheiro Nuno Alvares, n.3, Gualtar, Braga 4710-915 Portugal",4710-915
6899074,Cancelas Bar e Adega Regional,0.34659555108523293,north,Rua 24 de Junho 39,Aldao,Braga,Portugal,"Rua 24 de Junho 39 Aldao, Braga 4710-361 Portugal",4710-361
14202117,Ai o alho - Vinhos e petiscos,0.7732914490614455,north,Rua Rafael Bordalo Pinheiro n. 56,,Braga,Portugal,"Rua Rafael Bordalo Pinheiro n. 56, Braga 4710-347 Portugal",4710-347
12940914,Restaurante Petisqueira Era Nova,0.7657939437948736,north,Rua Rafael Bordalo Pinheiro No 56,Sao Victor,Braga,Portugal,"Rua Rafael Bordalo Pinheiro No 56 Sao Victor, Braga 4710-347 Portugal",4710-347
12069476,Pizzaria Viena,0.0893464405160841,northwest,Avenida Antero de Quental 97,,Braga,Portugal,"Avenida Antero de Quental 97, Braga 4710-353 Portugal",4710-353
14293078,Telepizza Braga Retail Center,0.2404518631367254,north,Braga Retail Center Quinta de Passos,,Braga,Portugal,"Braga Retail Center Quinta de Passos, Braga 4715-284 Portugal",4715-284
12403550,Colonia Rapida,0.1801933769767043,west,Praca do Bocage 53,,Braga,Portugal,"Praca do Bocage 53, Braga 4710-360 Portugal",4710-360
5959243,Toca do Velhaco,0.1707411181559891,northeast,Rua da Rigueira,,Coimbra,Portugal,"Rua da Rigueira, Coimbra 3025-214 Portugal",3025-214
1065202,Albatroz Restaurant,0.4268497197314185,east,"IC2, Fornos",Torre de Vilela,Coimbra,Portugal,"IC2, Fornos Torre de Vilela, Coimbra 3020-923 Portugal",3020-923
4213841,Restaurante Rui dos Leitoes,0.416535024966689,east,"Rua da Barraca, 9",Fornos - Torre de Vilela,Coimbra,Portugal,"Rua da Barraca, 9 Fornos - Torre de Vilela, Coimbra 3025-125 Portugal",3025-125
3574113,Restaurante Santos,0.4280348792625479,east,Rua da Barraca 5,Fornos,Coimbra,Portugal,"Rua da Barraca 5 Fornos, Coimbra 3020-927 Portugal",3020-927
5984790,Fornos Sao Domingos,0.5527371674989379,southeast,,R. Apeadeiro 3,Faro,Portugal,"R. Apeadeiro 3, Faro 3020-927 Portugal",3020-927
6524168,Restaurante O Bacalhau,0.629689934326169,southeast,Caselho - Torre de Vilela,,Coimbra,Portugal,"Caselho - Torre de Vilela, Coimbra 3020-921 Portugal",3020-921
13483154,Sabor a Petisco,0.5948210593529238,east,Rua dos Alcorredores 36,Ground floor,Coimbra,Portugal,"Rua dos Alcorredores 36 Ground floor, Coimbra 3020 Portugal",3020
11896629,Herbert's restaurante-Churrasqueira,1.067519937049194,southeast,Rua ferreira de Castro - Bairro de Santa Apolonia,,Coimbra,Portugal,"Rua ferreira de Castro - Bairro de Santa Apolonia, Coimbra 3020-098 Portugal",3020-098
5959243,Toca do Velhaco,0.44538033770810354,southeast,Rua da Rigueira,,Coimbra,Portugal,"Rua da Rigueira, Coimbra 3025-214 Portugal",3025-214
1065202,Albatroz Restaurant,0.6329884189137233,southeast,"IC2, Fornos",Torre de Vilela,Coimbra,Portugal,"IC2, Fornos Torre de Vilela, Coimbra 3020-923 Portugal",3020-923
4213841,Restaurante Rui dos Leitoes,0.7051725600293952,southeast,"Rua da Barraca, 9",Fornos - Torre de Vilela,Coimbra,Portugal,"Rua da Barraca, 9 Fornos - Torre de Vilela, Coimbra 3025-125 Portugal",3025-125
3574113,Restaurante Santos,0.7183371209873634,southeast,Rua da Barraca 5,Fornos,Coimbra,Portugal,"Rua da Barraca 5 Fornos, Coimbra 3020-927 Portugal",3020-927
5984790,Fornos Sao Domingos,0.9895689760264721,southeast,,R. Apeadeiro 3,Faro,Portugal,"R. Apeadeiro 3, Faro 3020-927 Portugal",3020-927
6524168,Restaurante O Bacalhau,1.0431014154959375,southeast,Caselho - Torre de Vilela,,Coimbra,Portugal,"Caselho - Torre de Vilela, Coimbra 3020-921 Portugal",3020-921
13483154,Sabor a Petisco,0.8126165599266022,southeast,Rua dos Alcorredores 36,Ground floor,Coimbra,Portugal,"Rua dos Alcorredores 36 Ground floor, Coimbra 3020 Portugal",3020
5988356,Pastelaria Regadinhas,0.04700551383943398,east,,,Braga,Portugal,Braga 4705-254 Portugal,4705-254
10820248,Hortela-Pimenta,0.32661936986786055,southeast,Rua de Santo Antonio No 8 R/C,Tebosa,Braga,Portugal,"Rua de Santo Antonio No 8 R/C Tebosa, Braga 4705-237 Portugal",4705-237
23962632,Idealysta,0.48120653759997156,east,Rua Artur Garibaldi 13,,Braga,Portugal,"Rua Artur Garibaldi 13, Braga 4715-162 Portugal",4715-162
10238212,Restaurante Viabracara,0.790202211434706,east,Rua Dom Rodrigo da Cunha 84,Nogueira,Braga,Portugal,"Rua Dom Rodrigo da Cunha 84 Nogueira, Braga 4715-179 Portugal",4715-179
5926693,Pastelaria Pintos,0.9986966163938866,east,Rua do Medronheiro 42,Paradela,Braga,Portugal,"Rua do Medronheiro 42 Paradela, Braga 4715-207 Portugal",4715-207
6104267,Saco de Cafe,0.09854950543727807,northwest,Rua Prof Dct Jose Azevedo Ferreira,,Braga,Portugal,"Rua Prof Dct Jose Azevedo Ferreira, Braga 4705-253 Portugal",4705-253
12957009,Restaurante As Manas,0.08354419404341137,northeast,Rua das Regadinhas 3,,Braga,Portugal,"Rua das Regadinhas 3, Braga 4705-186 Portugal",4705-186
3514237,City Rio,0.5955622962577914,west,Rua Maria Amelia Bastos Leite 95,,Braga,Portugal,"Rua Maria Amelia Bastos Leite 95, Braga 4705-120 Portugal",4705-120
10787648,Restaurante Ferreirense,0.6068288042421798,west,Rua Antonio Alberto de Sousa 122,,Braga,Portugal,"Rua Antonio Alberto de Sousa 122, Braga 4705-133 Portugal",4705-133
8732813,Restaurante Cantinho Dona Cuca,0.9660401546077078,west,"Rua Dom Antonio Ferreira Gomes, 14","Perto do Castelo Dona Chica, rua paralela do lado oposto.",Braga,Portugal,"Rua Dom Antonio Ferreira Gomes, 14 Perto do Castelo Dona Chica, rua paralela do lado oposto., Braga 4700-698 Portugal",4700-698
3384452,El Olivo,0.8547214315088406,west,Av. General Carrilho da Silva Pinto 8,,Braga,Portugal,"Av. General Carrilho da Silva Pinto 8, Braga 4715-380 Portugal",4715-380
25154042,Club Del Mar,0.9438314576726873,west,Edificio Ideia Atlantico Rua dos Padres Carmelitas,,Braga,Portugal,"Edificio Ideia Atlantico Rua dos Padres Carmelitas, Braga 4719-005 Portugal",4719-005
3840443,Abadia D'este,0.252683491223218,northwest,"Rua da Igreja, no 16",Este S. Pedro,Braga,Portugal,"Rua da Igreja, no 16 Este S. Pedro, Braga Portugal",
13094239,Restaurante Arafate,0.31600306859364036,northwest,Rua do Telhado 27,,Braga,Portugal,"Rua do Telhado 27, Braga 4715-453 Portugal",4715-453
25067258,Restaurante O Manel,0.17936199866045233,northeast,Rua Quinta Da Pedra - Nogueira,,Braga,Portugal,"Rua Quinta Da Pedra - Nogueira, Braga 4715-589 Portugal",4715-589
3853146,Restaurante O Gato do Rio,0.49425879070610584,northwest,Travessa de Linhares 4,Este S. Pedro,Braga,Portugal,"Travessa de Linhares 4 Este S. Pedro, Braga 4715-435 Portugal",4715-435
6584206,Segredos Dos Astros,0.9264449209399079,northwest,Rua Infante Dom Henrique n18 4710 092,,Braga,Portugal,"Rua Infante Dom Henrique n18 4710 092, Braga 4710-092 Portugal",4710-092
25067272,Restaurante O Manel Braga,0.17936199866045233,northeast,Rua Quinta Da Pedra - Nogueira,,Braga,Portugal,"Rua Quinta Da Pedra - Nogueira, Braga 4715-589 Portugal",4715-589
12558328,Tilias Terrasse Esplanada Lounge,0.52328996822252,west,Monte do Bom Jesus,,Braga,Portugal,"Monte do Bom Jesus, Braga 4715-056 Portugal",4715-056
24166610,Barra 46,0.9548384646193998,east,Rua Dom Paio Mendes 46,46,Braga,Portugal,"Rua Dom Paio Mendes 46 46, Braga 4700-424 Portugal",4700-424
14903676,Birras Burger,0.04796475691302036,southeast,Rua Dr Luis Bras Abreu 3,Gloria Aveiro,Aveiro,Portugal,"Rua Dr Luis Bras Abreu 3 Gloria Aveiro, Aveiro 3810-100 Portugal",3810-100
21174126,In Loop,0.049083977374064766,southeast,Rua Dr Luis Bras Abreu,,Aveiro,Portugal,"Rua Dr Luis Bras Abreu, Aveiro 3810-100 Portugal",3810-100
23648747,Clandestino By Salpoente,0.049276563630553355,southeast,"Rua Dr. Luis Bras De Abreu, 3",,Aveiro,Portugal,"Rua Dr. Luis Bras De Abreu, 3, Aveiro 3810-100 Portugal",3810-100
12574737,O Lavrador,0.13453663508296532,east,R. Cap. Sousa Pizarro 23,,Aveiro,Portugal,"R. Cap. Sousa Pizarro 23, Aveiro 3810-076 Portugal",3810-076
8596002,Restaurante Macrobiotico,0.13415266809645027,east,Rua do Capitao Souza Pizarro n 15,,Aveiro,Portugal,"Rua do Capitao Souza Pizarro n 15, Aveiro 3810-076 Portugal",3810-076
5963222,Cafe Palacio,0.15195563848214366,southeast,Travessa do Governo Civil 6,,Aveiro,Portugal,"Travessa do Governo Civil 6, Aveiro 3810-118 Portugal",3810-118
17560955,A Mesa do Rosinha,0.1666952062936358,east,Rua Gustavo Ferreira Pinto Bastos 16,,Aveiro,Portugal,"Rua Gustavo Ferreira Pinto Bastos 16, Aveiro 3810-119 Portugal",3810-119
8368935,M Bakery Aveiro,0.18940234096504688,southeast,Praca Marques de Pombal n05,,Aveiro,Portugal,"Praca Marques de Pombal n05, Aveiro 3810-133 Portugal",3810-133
24043083,M Bakery Aveiro,0.15584067469852256,southeast,Travessa do Governo Civil 5,,Aveiro,Portugal,"Travessa do Governo Civil 5, Aveiro 3810-133 Portugal",3810-133
8451222,Restaurante O Barril,0.12419680817149532,east,Rua 31 de Janeiro Nr. 35 37,,Aveiro,Portugal,"Rua 31 de Janeiro Nr. 35 37, Aveiro 3810-192 Portugal",3810-192
7375548,Restaurante o Raul,0.5652724235536506,east,Rua Nossa Senhora do Sameiro,Junto ao antigo posto da GNR e Praça de Taxi,Braga,Portugal,"Rua Nossa Senhora do Sameiro Junto ao antigo posto da GNR e Praça de Taxi, Braga 4715-612 Portugal",4715-612
7312513,Restaurante Na Sa da Consolacao,0.1443904928534263,northwest,Rua Nossa Senhora da Consolacao,,Braga,Portugal,"Rua Nossa Senhora da Consolacao, Braga 4715-110 Portugal",4715-110
8747704,Adega do Crasto,0.40816455931388573,northwest,Rua do Crasto 18,Tenoes,Braga,Portugal,"Rua do Crasto 18 Tenoes, Braga 4715-061 Portugal",4715-061
9465726,Pizzaria Celeste,0.40742579208011936,northwest,"Avenida da Liberdade, 811-817",,Braga,Portugal,"Avenida da Liberdade, 811-817, Braga Portugal",
23449159,Marisqueira Os Carlos,0.7313420085104824,west,Avenida Dom Joao II 135,,Braga,Portugal,"Avenida Dom Joao II 135, Braga 4715-303 Portugal",4715-303
21337917,Ohlala,0.7632408071450828,northwest,Avenida D. Joao II n_97,Nogueiró,Braga,Portugal,"Avenida D. Joao II n_97 Nogueiró, Braga 4715-303 Portugal",4715-303
20136687,Roberto's Cafe - Bistro & Steakhouse,1.0109146858533595,west,Rua Luis Antonio Correia 101,,Braga,Portugal,"Rua Luis Antonio Correia 101, Braga 4715-310 Portugal",4715-310
8131711,Tasquinha canudo,1.023043846871588,west,Rua Luis Antonio Correia 121,,Braga,Portugal,"Rua Luis Antonio Correia 121, Braga 4715-310 Portugal",4715-310
4079221,Restaurante Maia - Sameiro,0.7940048169814768,southeast,Avenida Nossa Senhora do Sameiro 42,Sameiro,Braga,Portugal,"Avenida Nossa Senhora do Sameiro 42 Sameiro, Braga 4715-616 Portugal",4715-616
5963216,Sal Grosso,0.9915027347211923,southwest,Avenida Alfredo Barros 5,,Braga,Portugal,"Avenida Alfredo Barros 5, Braga 4715-350 Portugal",4715-350
12581196,Pastelaria Sao Bento,0.03981827101950683,west,Rua do Caires 128,,Braga,Portugal,"Rua do Caires 128, Braga 4700 Portugal",4700
15887413,Temple San,0.11405223656264653,northwest,R. de Caires 280,,Braga,Portugal,"R. de Caires 280, Braga 4700-219 Portugal",4700-219
10377938,Culinarias Tropical,0.44446898817185515,south,Lj 117 Rua da Quinta de Santa Maria,,Braga,Portugal,"Lj 117 Rua da Quinta de Santa Maria, Braga 4700-244 Portugal",4700-244
12837798,Braga 999,0.5808668973326546,south,"Rua Cidade do Porto, Numero 81",,Braga,Portugal,"Rua Cidade do Porto, Numero 81, Braga 4705 Portugal",4705
15091146,Restaurante Sao Gregorio,0.6217328571397404,southwest,Avenida de Sao Gregorio 73,,Braga,Portugal,"Avenida de Sao Gregorio 73, Braga 4700-247 Portugal",4700-247
10333073,Burger King,0.5672006186652129,south,Rua Cidade do Porto,Ferreiros,Braga,Portugal,"Rua Cidade do Porto Ferreiros, Braga Portugal",
12999447,Grelhados Maravilha,0.5480128279259884,southwest,Praceta Escola do Magisterio 2,Maximinos,Braga,Portugal,"Praceta Escola do Magisterio 2 Maximinos, Braga 4700-222 Portugal",4700-222
5964715,Lobattos Restaurante,0.1276001553834755,north,Rua da Cruz de Pedra,,Braga,Portugal,"Rua da Cruz de Pedra, Braga 4700-219 Portugal",4700-219
6883390,Maximinense,0.142048186323897,north,Rua de Caires 299 R/C,Maximinos,Braga,Portugal,"Rua de Caires 299 R/C Maximinos, Braga 4700-206 Portugal",4700-206
25314621,Catedral Burger,0.18147703794304856,north,"Rua De Caires, 328",LOJA 4 RC,Braga,Portugal,"Rua De Caires, 328 LOJA 4 RC, Braga 4700-207 Portugal",4700-207
6437542,Restaurante Fornos de Sao Domingos,0.304989220241869,east,"Rua do Apeadeiro, Fornos",,Coimbra,Portugal,"Rua do Apeadeiro, Fornos, Coimbra 3020-927 Portugal",3020-927
12311563,Restaurante Arco-Iris Pizzaria,0.1841089909780116,south,"Rua da Fontinha, n0 5, Corujeira","Corujeira Sao Martinho , Junto Do Centro Cirurgico",Coimbra,Portugal,"Rua da Fontinha, n0 5, Corujeira Corujeira Sao Martinho , Junto Do Centro Cirurgico, Coimbra 3045-069 Portugal",3045-069
5981434,Restaurante o Chico Dos Filhos,0.7124128453394757,southwest,Rua de Sao Lourenco 119,,Coimbra,Portugal,"Rua de Sao Lourenco 119, Coimbra 3045-478 Portugal",3045-478
25333498,Padaria Central de Sao Martinho,0.9161683892618292,east,Rua eng Julio Araujo Vieira 25a,25a,Coimbra,Portugal,"Rua eng Julio Araujo Vieira 25a 25a, Coimbra 3040-300 Portugal",3040-300
25131407,Alto do Padrao Restaurante,0.7833915033109958,southeast,Rua Senhora dos Remedios,Padrão Industrial Zone,Lousa,Portugal,"Rua Senhora dos Remedios Padrão Industrial Zone, Lousa 3200-193 Portugal",3200-193
25217204,Irmandade Da Carne,0.9584863783171742,southeast,Rua Infante Dom Henrique 261,São Martinho Do Bispo,Coimbra,Portugal,"Rua Infante Dom Henrique 261 São Martinho Do Bispo, Coimbra 3045-081 Portugal",3045-081
8369017,O Forno,1.0104311268440627,southeast,Rua Infante Dom Henrique 271 R/C,,Coimbra,Portugal,"Rua Infante Dom Henrique 271 R/C, Coimbra 3045-081 Portugal",3045-081
19747750,Petrus Snack Bar,1.1357708504691937,southeast,Rua Do Miradouro 1,,Coimbra,Portugal,"Rua Do Miradouro 1, Coimbra 3045-092 Portugal",3045-092
5982715,Q'Doce - A Nossa Tasca,0.29181023802683176,northeast,Rua do Forno n 21,,Aveiro,Portugal,"Rua do Forno n 21, Aveiro 3810-264 Portugal",3810-264
20996119,Restaurante Bagatela,0.6829501800214343,northwest,Rua de Castela n0 1,,Aveiro,Portugal,"Rua de Castela n0 1, Aveiro 3810-230 Portugal",3810-230
