postal_code,cod_distrito,cod_concelho,cod_localidade,nome_localidade,num_cod_postal,ext_cod_postal,desig_postal,nome_concelho,nome_distrito,LatLong
3000-382,6,3,14213,Coimbra,3000,382,COIMBRA,Coimbra,Coimbra,40.20781467649673%2C-8.429754267531374
3000-383,6,3,14213,Coimbra,3000,383,COIMBRA,Coimbra,Coimbra,40.20885847070291%2C-8.42721144357429
3025-119,6,3,14213,Coimbra,3025,119,COIMBRA,Coimbra,Coimbra,40.23241714084097%2C-8.43677314288883
3030-161,6,3,14213,Coimbra,3030,161,COIMBRA,Coimbra,Coimbra,40.20430367338917%2C-8.390561528621504
3030-212,6,3,14213,Coimbra,3030,212,COIMBRA,Coimbra,Coimbra,40.20143822945867%2C-8.41928980477429
3030-282,6,3,14213,Coimbra,3030,282,COIMBRA,Coimbra,Coimbra,40.19101751923206%2C-8.40455530623795
3040-273,6,3,14213,Coimbra,3040,273,COIMBRA,Coimbra,Coimbra,40.20171930648388%2C-8.437237093175652
3040-322,6,3,14213,Coimbra,3040,322,COIMBRA,Coimbra,Coimbra,40.21154720356044%2C-8.446977458059237
3045-125,6,3,14213,Coimbra,3045,125,COIMBRA,Coimbra,Coimbra,40.195144735634734%2C-8.454887397920274
3045-126,6,3,14213,Coimbra,3045,126,COIMBRA,Coimbra,Coimbra,40.2020390417692%2C-8.465925150987996
3040-242,6,3,14213,Coimbra,3040,242,COIMBRA,Coimbra,Coimbra,40.203151628505495%2C-8.43387063569902
3030-029,6,3,14213,Coimbra,3030,029,COIMBRA,Coimbra,Coimbra,40.20104518276188%2C-8.39543628277691
3030-368,6,3,14213,Coimbra,3030,368,COIMBRA,Coimbra,Coimbra,40.21274007893202%2C-8.390868813651013
3020-430,6,3,14213,Coimbra,3020,430,COIMBRA,Coimbra,Coimbra,40.2513330361405%2C-8.427992416592266
3045-127,6,3,14213,Coimbra,3045,127,COIMBRA,Coimbra,Coimbra,40.20680256113546%2C-8.477816525172209
3030-257,6,3,14213,Coimbra,3030,257,COIMBRA,Coimbra,Coimbra,40.20975333359736%2C-8.393480436292734
3045-387,6,3,14213,Coimbra,3045,387,COIMBRA,Coimbra,Coimbra,40.198145295001346%2C-8.475975784235317
3020-193,6,3,14213,Coimbra,3020,193,COIMBRA,Coimbra,Coimbra,40.24690669477777%2C-8.427112393533939
3000-384,6,3,14213,Coimbra,3000,384,COIMBRA,Coimbra,Coimbra,40.21356239924329%2C-8.411738135803633
3000-385,6,3,14213,Coimbra,3000,385,COIMBRA,Coimbra,Coimbra,40.20885848350721%2C-8.415177315609926
3040-023,6,3,14213,Coimbra,3040,023,COIMBRA,Coimbra,Coimbra,40.19180116017324%2C-8.440525936965328
3000-386,6,3,14213,Coimbra,3000,386,COIMBRA,Coimbra,Coimbra,40.209921407466744%2C-8.431171461806507
3000-388,6,3,14213,Coimbra,3000,388,COIMBRA,Coimbra,Coimbra,40.211789288915156%2C-8.43207631622579
3000-387,6,3,14213,Coimbra,3000,387,COIMBRA,Coimbra,Coimbra,40.21256493980909%2C-8.432328761644312
3040-354,6,3,14213,Coimbra,3040,354,COIMBRA,Coimbra,Coimbra,40.19863503539267%2C-8.4583996918384
3030-422,6,3,14213,Coimbra,3030,422,COIMBRA,Coimbra,Coimbra,40.19941558000385%2C-8.398695673337565
3030-356,6,3,14213,Coimbra,3030,356,COIMBRA,Coimbra,Coimbra,40.195200515058%2C-8.382643712171161
3000-389,6,3,14213,Coimbra,3000,389,COIMBRA,Coimbra,Coimbra,40.21309873851619%2C-8.430675391946618
3000-390,6,3,14213,Coimbra,3000,390,COIMBRA,Coimbra,Coimbra,40.21215164618214%2C-8.430084863059855
3040-087,6,3,14213,Coimbra,3040,087,COIMBRA,Coimbra,Coimbra,40.19272300981332%2C-8.451975323989924
3045-128,6,3,14213,Coimbra,3045,128,COIMBRA,Coimbra,Coimbra,40.207776862939085%2C-8.47566017741579
3000-392,6,3,14213,Coimbra,3000,392,COIMBRA,Coimbra,Coimbra,40.208465936785686%2C-8.430753186460125
3000-393,6,3,14213,Coimbra,3000,393,COIMBRA,Coimbra,Coimbra,40.20732045666902%2C-8.421295863948966
3000-394,6,3,14213,Coimbra,3000,394,COIMBRA,Coimbra,Coimbra,40.20556833148352%2C-8.416410404802258
3000-395,6,3,14213,Coimbra,3000,395,COIMBRA,Coimbra,Coimbra,40.20930069323758%2C-8.428205836807841
3040-054,6,3,14213,Coimbra,3040,054,COIMBRA,Coimbra,Coimbra,40.175161663788195%2C-8.443578693979656
3025-120,6,3,14213,Coimbra,3025,120,COIMBRA,Coimbra,Coimbra,40.25121839651893%2C-8.44510230872103
3045-404,6,3,14213,Coimbra,3045,404,COIMBRA,Coimbra,Coimbra,40.21000398210563%2C-8.473609886885004
3045-129,6,3,14213,Coimbra,3045,129,COIMBRA,Coimbra,Coimbra,40.21010047988147%2C-8.473461581232394
3025-121,6,3,14213,Coimbra,3025,121,COIMBRA,Coimbra,Coimbra,40.253687639891616%2C-8.448759910405448
3000-396,6,3,14213,Coimbra,3000,396,COIMBRA,Coimbra,Coimbra,40.20896708825649%2C-8.41389909719017
3030-330,6,3,14213,Coimbra,3030,330,COIMBRA,Coimbra,Coimbra,40.20617698987401%2C-8.408690098268023
3000-397,6,3,14213,Coimbra,3000,397,COIMBRA,Coimbra,Coimbra,40.20826321347465%2C-8.414218373251277
3030-323,6,3,14213,Coimbra,3030,323,COIMBRA,Coimbra,Coimbra,40.23284042553651%2C-8.402073805962903
3000-398,6,3,14213,Coimbra,3000,398,COIMBRA,Coimbra,Coimbra,40.21415212219928%2C-8.407360523748448
3000-399,6,3,14213,Coimbra,3000,399,COIMBRA,Coimbra,Coimbra,40.209690806022415%2C-8.41904821806864
3000-400,6,3,14213,Coimbra,3000,400,COIMBRA,Coimbra,Coimbra,40.21038407247786%2C-8.420232816391703
3030-789,6,3,14213,Coimbra,3030,789,COIMBRA,Coimbra,Coimbra,40.18508176580202%2C-8.41620102962294
3030-213,6,3,14213,Coimbra,3030,213,COIMBRA,Coimbra,Coimbra,40.202716883266085%2C-8.412748690259438
3040-107,6,3,14213,Coimbra,3040,107,COIMBRA,Coimbra,Coimbra,40.177911990761%2C-8.4496564050101
3030-076,6,3,14213,Coimbra,3030,076,COIMBRA,Coimbra,Coimbra,40.19052149178275%2C-8.417508049381864
3020-085,6,3,14213,Coimbra,3020,085,COIMBRA,Coimbra,Coimbra,40.23987778398143%2C-8.421690966748058
3020-254,6,3,14213,Coimbra,3020,254,COIMBRA,Coimbra,Coimbra,40.2406847841799%2C-8.411179447195554
3030-073,6,3,14213,Coimbra,3030,073,COIMBRA,Coimbra,Coimbra,40.19830479562881%2C-8.406778230831739
3020-194,6,3,14213,Coimbra,3020,194,COIMBRA,Coimbra,Coimbra,40.24634071590323%2C-8.413229971430132
3000-401,6,3,14213,Coimbra,3000,401,COIMBRA,Coimbra,Coimbra,40.20727990000474%2C-8.419190704893904
3025-038,6,3,14213,Coimbra,3025,038,COIMBRA,Coimbra,Coimbra,40.232806243949106%2C-8.437129351020944
3045-040,6,3,14213,Coimbra,3045,040,COIMBRA,Coimbra,Coimbra,40.18680098271079%2C-8.470324173168418
3030-335,6,3,14213,Coimbra,3030,335,COIMBRA,Coimbra,Coimbra,40.20148124028304%2C-8.405025335430418
3025-122,6,3,14213,Coimbra,3025,122,COIMBRA,Coimbra,Coimbra,40.25292995909068%2C-8.446833791989732
3025-123,6,3,14213,Coimbra,3025,123,COIMBRA,Coimbra,Coimbra,40.27424825308174%2C-8.449299764215855
3020-164,6,3,14213,Coimbra,3020,164,COIMBRA,Coimbra,Coimbra,40.25776320417826%2C-8.425313046902414
3045-130,6,3,14213,Coimbra,3045,130,COIMBRA,Coimbra,Coimbra,40.19933280431222%2C-8.476619331130802
3025-124,6,3,14213,Coimbra,3025,124,COIMBRA,Coimbra,Coimbra,40.25001166420865%2C-8.44575378262189
3045-131,6,3,14213,Coimbra,3045,131,COIMBRA,Coimbra,Coimbra,40.21013574984498%2C-8.455585547932627
3045-132,6,3,14213,Coimbra,3045,132,COIMBRA,Coimbra,Coimbra,40.20201796907517%2C-8.469476765128721
3030-023,6,3,14213,Coimbra,3030,023,COIMBRA,Coimbra,Coimbra,40.19587002582445%2C-8.418721530402818
3000-402,6,3,14213,Coimbra,3000,402,COIMBRA,Coimbra,Coimbra,40.20677340102227%2C-8.425994165389845
3000-403,6,3,14213,Coimbra,3000,403,COIMBRA,Coimbra,Coimbra,40.211657177333464%2C-8.418665959229674
3040-200,6,3,14213,Coimbra,3040,200,COIMBRA,Coimbra,Coimbra,40.20108596364313%2C-8.443991518780063
3030-215,6,3,14213,Coimbra,3030,215,COIMBRA,Coimbra,Coimbra,40.19376507949017%2C-8.415377529417633
3030-389,6,3,14213,Coimbra,3030,389,COIMBRA,Coimbra,Coimbra,40.193997051852826%2C-8.390047637214154
3000-068,6,3,14213,Coimbra,3000,068,COIMBRA,Coimbra,Coimbra,40.21475561494744%2C-8.411949775621514
3030-358,6,3,14213,Coimbra,3030,358,COIMBRA,Coimbra,Coimbra,40.19613927834708%2C-8.379540841942674
3030-277,6,3,14213,Coimbra,3030,277,COIMBRA,Coimbra,Coimbra,40.21173087995694%2C-8.382276395250056
3030-120,6,3,14213,Coimbra,3030,120,COIMBRA,Coimbra,Coimbra,40.20610836516569%2C-8.366709395302136
3025-125,6,3,14213,Coimbra,3025,125,COIMBRA,Coimbra,Coimbra,40.24131367326277%2C-8.448368901982215
3030-033,6,3,14213,Coimbra,3030,033,COIMBRA,Coimbra,Coimbra,40.199605965577035%2C-8.412421976065652
3020-309,6,3,14213,Coimbra,3020,309,COIMBRA,Coimbra,Coimbra,40.23489678324086%2C-8.39315356227913
3000-404,6,3,14213,Coimbra,3000,404,COIMBRA,Coimbra,Coimbra,40.22585499980555%2C-8.428404164217216
3030-103,6,3,14213,Coimbra,3030,103,COIMBRA,Coimbra,Coimbra,40.19017945886914%2C-8.378987305689645
3030-336,6,3,14213,Coimbra,3030,336,COIMBRA,Coimbra,Coimbra,40.2001998755019%2C-8.369871949579062
3025-126,6,3,14213,Coimbra,3025,126,COIMBRA,Coimbra,Coimbra,40.26002286765871%2C-8.482457400596688
3045-133,6,3,14213,Coimbra,3045,133,COIMBRA,Coimbra,Coimbra,40.19777601478478%2C-8.454000219043571
3030-337,6,3,14213,Coimbra,3030,337,COIMBRA,Coimbra,Coimbra,40.19287256154296%2C-8.385615428231214
3030-074,6,3,14213,Coimbra,3030,074,COIMBRA,Coimbra,Coimbra,40.19886613768232%2C-8.408513262131901
3000-406,6,3,14213,Coimbra,3000,406,COIMBRA,Coimbra,Coimbra,40.20990900452395%2C-8.429571930658877
3000-407,6,3,14213,Coimbra,3000,407,COIMBRA,Coimbra,Coimbra,40.20979349588367%2C-8.429545976745937
3000-408,6,3,14213,Coimbra,3000,408,COIMBRA,Coimbra,Coimbra,40.2149490563989%2C-8.396454653534452
3000-409,6,3,14213,Coimbra,3000,409,COIMBRA,Coimbra,Coimbra,40.20801911737363%2C-8.419194791791416
3030-024,6,3,14213,Coimbra,3030,024,COIMBRA,Coimbra,Coimbra,40.195604806870485%2C-8.417053874316741
3030-030,6,3,14213,Coimbra,3030,030,COIMBRA,Coimbra,Coimbra,40.201563122086014%2C-8.397540159838702
3030-031,6,3,14213,Coimbra,3030,031,COIMBRA,Coimbra,Coimbra,40.20333974221003%2C-8.399739529256124
3045-401,6,3,14213,Coimbra,3045,401,COIMBRA,Coimbra,Coimbra,40.201939193223104%2C-8.471703525817357
3045-134,6,3,14213,Coimbra,3045,134,COIMBRA,Coimbra,Coimbra,40.20662569398326%2C-8.468845692904585
3030-217,6,3,14213,Coimbra,3030,217,COIMBRA,Coimbra,Coimbra,40.20125380136972%2C-8.415390345398489
3030-321,6,3,14213,Coimbra,3030,321,COIMBRA,Coimbra,Coimbra,40.20403522956268%2C-8.411445760855768
3025-032,6,3,14213,Coimbra,3025,032,COIMBRA,Coimbra,Coimbra,40.233865223840006%2C-8.444730850847524
3040-226,6,3,14213,Coimbra,3040,226,COIMBRA,Coimbra,Coimbra,40.19203389515724%2C-8.462220263586417
3045-135,6,3,14213,Coimbra,3045,135,COIMBRA,Coimbra,Coimbra,40.20377932223802%2C-8.483507128270297
3025-127,6,3,14213,Coimbra,3025,127,COIMBRA,Coimbra,Coimbra,40.243412893881825%2C-8.482066465114405
3030-240,6,3,14213,Coimbra,3030,240,COIMBRA,Coimbra,Coimbra,40.23542892196604%2C-8.363651266110434
3030-322,6,3,14213,Coimbra,3030,322,COIMBRA,Coimbra,Coimbra,40.20139580913031%2C-8.406884618838216
3025-054,6,3,14213,Coimbra,3025,054,COIMBRA,Coimbra,Coimbra,40.272662366480134%2C-8.453977662034303
3025-128,6,3,14213,Coimbra,3025,128,COIMBRA,Coimbra,Coimbra,40.24870380075055%2C-8.494098499502698
3020-197,6,3,14213,Coimbra,3020,197,COIMBRA,Coimbra,Coimbra,40.25149037979616%2C-8.409389448158436
3030-106,6,3,14213,Coimbra,3030,106,COIMBRA,Coimbra,Coimbra,40.18947684838602%2C-8.379052860657065
3030-140,6,3,14213,Coimbra,3030,140,COIMBRA,Coimbra,Coimbra,40.207494564787915%2C-8.364817160466162
3000-411,6,3,14213,Coimbra,3000,411,COIMBRA,Coimbra,Coimbra,40.21645309776944%2C-8.429045379096006
3000-412,6,3,14213,Coimbra,3000,412,COIMBRA,Coimbra,Coimbra,40.21465772957189%2C-8.398421196081435
3000-413,6,3,14213,Coimbra,3000,413,COIMBRA,Coimbra,Coimbra,40.21544225338818%2C-8.41856129913681
3000-414,6,3,14213,Coimbra,3000,414,COIMBRA,Coimbra,Coimbra,40.210189520312504%2C-8.429050432865457
3020-198,6,3,14213,Coimbra,3020,198,COIMBRA,Coimbra,Coimbra,40.24785798761115%2C-8.417581238175373
3030-361,6,3,14213,Coimbra,3030,361,COIMBRA,Coimbra,Coimbra,40.21263301355188%2C-8.389096517963148
3030-121,6,3,14213,Coimbra,3030,121,COIMBRA,Coimbra,Coimbra,40.20654362712949%2C-8.367462626644441
3040-275,6,3,14213,Coimbra,3040,275,COIMBRA,Coimbra,Coimbra,40.19497729774822%2C-8.440493261955348
3040-276,6,3,14213,Coimbra,3040,276,COIMBRA,Coimbra,Coimbra,40.19362986796214%2C-8.442585419295192
3040-052,6,3,14213,Coimbra,3040,052,COIMBRA,Coimbra,Coimbra,40.19259584819586%2C-8.445322821560346
3030-380,6,3,14213,Coimbra,3030,380,COIMBRA,Coimbra,Coimbra,40.194671670949155%2C-8.3967549379114
3030-041,6,3,14213,Coimbra,3030,041,COIMBRA,Coimbra,Coimbra,40.19847177626583%2C-8.407300693415454
3030-042,6,3,14213,Coimbra,3030,042,COIMBRA,Coimbra,Coimbra,40.19822325322624%2C-8.409825588162025
3045-016,6,3,14213,Coimbra,3045,016,COIMBRA,Coimbra,Coimbra,40.19977952605003%2C-8.460537375126222
3030-119,6,3,14213,Coimbra,3030,119,COIMBRA,Coimbra,Coimbra,40.20709757967473%2C-8.365181897036093
3030-173,6,3,14213,Coimbra,3030,173,COIMBRA,Coimbra,Coimbra,40.19414188527007%2C-8.402470526018568
3040-090,6,3,14213,Coimbra,3040,090,COIMBRA,Coimbra,Coimbra,40.18641611908726%2C-8.438644857785963
3025-634,6,3,14213,Coimbra,3025,634,COIMBRA,Coimbra,Coimbra,40.28098880442263%2C-8.446079867305844
3000-607,6,3,14213,Coimbra,3000,607,COIMBRA,Coimbra,Coimbra,40.21052940908288%2C-8.431712509984568
3030-216,6,3,14213,Coimbra,3030,216,COIMBRA,Coimbra,Coimbra,40.19417367828959%2C-8.410931859421165
3020-082,6,3,14213,Coimbra,3020,082,COIMBRA,Coimbra,Coimbra,40.237088025044564%2C-8.426852522291039
3030-510,6,3,14213,Coimbra,3030,510,COIMBRA,Coimbra,Coimbra,40.20959270662276%2C-8.390501981212552
3030-259,6,3,14213,Coimbra,3030,259,COIMBRA,Coimbra,Coimbra,40.2076159561203%2C-8.392497206714227
3030-184,6,3,14213,Coimbra,3030,184,COIMBRA,Coimbra,Coimbra,40.208174216631306%2C-8.389856449218387
3045-017,6,3,14213,Coimbra,3045,017,COIMBRA,Coimbra,Coimbra,40.20608473354403%2C-8.461337939689713
3030-776,6,3,14213,Coimbra,3030,776,COIMBRA,Coimbra,Coimbra,40.19507387162301%2C-8.399078853758919
3030-261,6,3,14213,Coimbra,3030,261,COIMBRA,Coimbra,Coimbra,40.201700368637184%2C-8.361252388369747
3040-243,6,3,14213,Coimbra,3040,243,COIMBRA,Coimbra,Coimbra,40.19686173068264%2C-8.439101315048267
3045-018,6,3,14213,Coimbra,3045,018,COIMBRA,Coimbra,Coimbra,40.19484364989253%2C-8.479122326853204
3020-385,6,3,14213,Coimbra,3020,385,COIMBRA,Coimbra,Coimbra,40.232507325015156%2C-8.39484426178792
3000-069,6,3,14213,Coimbra,3000,069,COIMBRA,Coimbra,Coimbra,40.209820253408374%2C-8.409007426442622
3020-481,6,3,14213,Coimbra,3020,481,COIMBRA,Coimbra,Coimbra,40.23373203534855%2C-8.409542850478974
3030-299,6,3,14213,Coimbra,3030,299,COIMBRA,Coimbra,Coimbra,40.2103064225567%2C-8.401407986263834
3000-073,6,3,14213,Coimbra,3000,073,COIMBRA,Coimbra,Coimbra,40.21655425630751%2C-8.408111562541045
3000-072,6,3,14213,Coimbra,3000,072,COIMBRA,Coimbra,Coimbra,40.215098502370026%2C-8.41101460887447
3000-070,6,3,14213,Coimbra,3000,070,COIMBRA,Coimbra,Coimbra,40.215119707532935%2C-8.409688322591595
3020-097,6,3,14213,Coimbra,3020,097,COIMBRA,Coimbra,Coimbra,40.25385309484359%2C-8.433854017858406
3030-376,6,3,14213,Coimbra,3030,376,COIMBRA,Coimbra,Coimbra,40.21265232647497%2C-8.390217924602188
3040-376,6,3,14213,Coimbra,3040,376,COIMBRA,Coimbra,Coimbra,40.19508439750536%2C-8.434015066129577
3040-379,6,3,14213,Coimbra,3040,379,COIMBRA,Coimbra,Coimbra,40.19297388661302%2C-8.431165757860295
3040-378,6,3,14213,Coimbra,3040,378,COIMBRA,Coimbra,Coimbra,40.19365679729981%2C-8.43176180263691
3040-377,6,3,14213,Coimbra,3040,377,COIMBRA,Coimbra,Coimbra,40.19370778189326%2C-8.431198330112467
3040-380,6,3,14213,Coimbra,3040,380,COIMBRA,Coimbra,Coimbra,40.193278002192734%2C-8.431392175252226
3000-074,6,3,14213,Coimbra,3000,074,COIMBRA,Coimbra,Coimbra,40.21832566271311%2C-8.413014673409966
3000-076,6,3,14213,Coimbra,3000,076,COIMBRA,Coimbra,Coimbra,40.21869104813567%2C-8.41040515756433
3000-075,6,3,14213,Coimbra,3000,075,COIMBRA,Coimbra,Coimbra,40.21823398551842%2C-8.409942197262284
3020-166,6,3,14213,Coimbra,3020,166,COIMBRA,Coimbra,Coimbra,40.23524244118059%2C-8.434787053709208
3000-077,6,3,14213,Coimbra,3000,077,COIMBRA,Coimbra,Coimbra,40.208405285405185%2C-8.43005676211213
3025-055,6,3,14213,Coimbra,3025,055,COIMBRA,Coimbra,Coimbra,40.253570672599594%2C-8.487391423360426
3000-420,6,3,14213,Coimbra,3000,420,COIMBRA,Coimbra,Coimbra,40.20806661338935%2C-8.429842874652865
3000-421,6,3,14213,Coimbra,3000,421,COIMBRA,Coimbra,Coimbra,40.208043247611364%2C-8.429589251744625
3000-422,6,3,14213,Coimbra,3000,422,COIMBRA,Coimbra,Coimbra,40.20886274157425%2C-8.428429940069309
3000-423,6,3,14213,Coimbra,3000,423,COIMBRA,Coimbra,Coimbra,40.220812190461984%2C-8.438477702987809
3000-432,6,3,14213,Coimbra,3000,432,COIMBRA,Coimbra,Coimbra,40.210603328676946%2C-8.42680602746087
3000-431,6,3,14213,Coimbra,3000,431,COIMBRA,Coimbra,Coimbra,40.21038108877816%2C-8.42625296471447
3000-436,6,3,14213,Coimbra,3000,436,COIMBRA,Coimbra,Coimbra,40.21642825899898%2C-8.427181175564376
3000-438,6,3,14213,Coimbra,3000,438,COIMBRA,Coimbra,Coimbra,40.2118530007683%2C-8.428305873295924
3045-019,6,3,14213,Coimbra,3045,019,COIMBRA,Coimbra,Coimbra,40.19676858228195%2C-8.467099050268853
3000-442,6,3,14213,Coimbra,3000,442,COIMBRA,Coimbra,Coimbra,40.21029182157904%2C-8.426057516549808
3000-354,6,3,14213,Coimbra,3000,354,COIMBRA,Coimbra,Coimbra,40.21649664927725%2C-8.42673262124401
3000-446,6,3,14213,Coimbra,3000,446,COIMBRA,Coimbra,Coimbra,40.22182132902392%2C-8.434569321130276
3000-449,6,3,14213,Coimbra,3000,449,COIMBRA,Coimbra,Coimbra,40.20822676485087%2C-8.430604137808722
3000-451,6,3,14213,Coimbra,3000,451,COIMBRA,Coimbra,Coimbra,40.21922661049225%2C-8.42560996208709
3025-129,6,3,14213,Coimbra,3025,129,COIMBRA,Coimbra,Coimbra,40.25906912114589%2C-8.482669981468153
3025-130,6,3,14213,Coimbra,3025,130,COIMBRA,Coimbra,Coimbra,40.24352566341575%2C-8.48289636146534
3025-131,6,3,14213,Coimbra,3025,131,COIMBRA,Coimbra,Coimbra,40.25411878037765%2C-8.48272580745095
3025-132,6,3,14213,Coimbra,3025,132,COIMBRA,Coimbra,Coimbra,40.241687243017324%2C-8.484889174857317
3000-078,6,3,14213,Coimbra,3000,078,COIMBRA,Coimbra,Coimbra,40.209563905173404%2C-8.427121843095302
3025-134,6,3,14213,Coimbra,3025,134,COIMBRA,Coimbra,Coimbra,40.268895238592414%2C-8.454691715693764
3025-135,6,3,14213,Coimbra,3025,135,COIMBRA,Coimbra,Coimbra,40.266550632799%2C-8.497517441540621
3020-507,6,3,14213,Coimbra,3020,507,COIMBRA,Coimbra,Coimbra,40.255800152172924%2C-8.438307126773969
3025-136,6,3,14213,Coimbra,3025,136,COIMBRA,Coimbra,Coimbra,40.25064020953474%2C-8.445775480149113
3030-338,6,3,14213,Coimbra,3030,338,COIMBRA,Coimbra,Coimbra,40.19482837013078%2C-8.379800333738935
3025-137,6,3,14213,Coimbra,3025,137,COIMBRA,Coimbra,Coimbra,40.27317136476653%2C-8.448733332487686
3025-138,6,3,14213,Coimbra,3025,138,COIMBRA,Coimbra,Coimbra,40.27598879844057%2C-8.456565011378219
3025-139,6,3,14213,Coimbra,3025,139,COIMBRA,Coimbra,Coimbra,40.257896333298206%2C-8.481952393704681
3045-020,6,3,14213,Coimbra,3045,020,COIMBRA,Coimbra,Coimbra,40.195956957410374%2C-8.455034905877357
3020-480,6,3,14213,Coimbra,3020,480,COIMBRA,Coimbra,Coimbra,40.22261846783871%2C-8.399967798752584
3025-141,6,3,14213,Coimbra,3025,141,COIMBRA,Coimbra,Coimbra,40.2437414393369%2C-8.48162352382331
3025-142,6,3,14213,Coimbra,3025,142,COIMBRA,Coimbra,Coimbra,40.24407361400183%2C-8.481719245373156
3025-143,6,3,14213,Coimbra,3025,143,COIMBRA,Coimbra,Coimbra,40.25379948499548%2C-8.485559825868219
3030-166,6,3,14213,Coimbra,3030,166,COIMBRA,Coimbra,Coimbra,40.189423733106096%2C-8.417314526668601
3020-228,6,3,14213,Coimbra,3020,228,COIMBRA,Coimbra,Coimbra,40.236949367592004%2C-8.415006768347165
3025-144,6,3,14213,Coimbra,3025,144,COIMBRA,Coimbra,Coimbra,40.250378379242385%2C-8.453914717905349
3020-279,6,3,14213,Coimbra,3020,279,COIMBRA,Coimbra,Coimbra,40.25500264455954%2C-8.427212077339
3040-040,6,3,14213,Coimbra,3040,040,COIMBRA,Coimbra,Coimbra,40.19532808979448%2C-8.446105138336952
3020-121,6,3,14213,Coimbra,3020,121,COIMBRA,Coimbra,Coimbra,40.2491531656321%2C-8.411648962155578
3000-079,6,3,14213,Coimbra,3000,079,COIMBRA,Coimbra,Coimbra,40.208862022600044%2C-8.426071268625858
3025-146,6,3,14213,Coimbra,3025,146,COIMBRA,Coimbra,Coimbra,40.27481599462305%2C-8.454070149254715
3025-147,6,3,14213,Coimbra,3025,147,COIMBRA,Coimbra,Coimbra,40.26723506706846%2C-8.453377921346304
3025-148,6,3,14213,Coimbra,3025,148,COIMBRA,Coimbra,Coimbra,40.262845277078114%2C-8.498985485688774
3000-080,6,3,14213,Coimbra,3000,080,COIMBRA,Coimbra,Coimbra,40.219190536561975%2C-8.410640423882096
3020-230,6,3,14213,Coimbra,3020,230,COIMBRA,Coimbra,Coimbra,40.23456295980033%2C-8.412728995464393
3025-149,6,3,14213,Coimbra,3025,149,COIMBRA,Coimbra,Coimbra,40.242777988877634%2C-8.483038353125018
3025-150,6,3,14213,Coimbra,3025,150,COIMBRA,Coimbra,Coimbra,40.24641933637745%2C-8.444721814611647
3025-151,6,3,14213,Coimbra,3025,151,COIMBRA,Coimbra,Coimbra,40.25377548409909%2C-8.449727510992403
3030-175,6,3,14213,Coimbra,3030,175,COIMBRA,Coimbra,Coimbra,40.200913513267665%2C-8.413878752696798
3030-775,6,3,14213,Coimbra,3030,775,COIMBRA,Coimbra,Coimbra,40.20442872694423%2C-8.416573089489983
3020-135,6,3,14213,Coimbra,3020,135,COIMBRA,Coimbra,Coimbra,40.25035289701584%2C-8.402072684688301
3045-021,6,3,14213,Coimbra,3045,021,COIMBRA,Coimbra,Coimbra,40.216767437783076%2C-8.453713868761628
3020-231,6,3,14213,Coimbra,3020,231,COIMBRA,Coimbra,Coimbra,40.236076684449735%2C-8.410922631508466
3030-034,6,3,14213,Coimbra,3030,034,COIMBRA,Coimbra,Coimbra,40.19889885850518%2C-8.408339710098492
3025-152,6,3,14213,Coimbra,3025,152,COIMBRA,Coimbra,Coimbra,40.246017372030245%2C-8.44445301764962
3000-082,6,3,14213,Coimbra,3000,082,COIMBRA,Coimbra,Coimbra,40.216159044546764%2C-8.409280718021371
3025-153,6,3,14213,Coimbra,3025,153,COIMBRA,Coimbra,Coimbra,40.275394272502744%2C-8.455542606512092
3025-154,6,3,14213,Coimbra,3025,154,COIMBRA,Coimbra,Coimbra,40.27467561466222%2C-8.45272911239364
3000-085,6,3,14213,Coimbra,3000,085,COIMBRA,Coimbra,Coimbra,40.21756609625419%2C-8.40099355842609
3000-086,6,3,14213,Coimbra,3000,086,COIMBRA,Coimbra,Coimbra,40.21659558324345%2C-8.398102803268786
3000-083,6,3,14213,Coimbra,3000,083,COIMBRA,Coimbra,Coimbra,40.21740806160211%2C-8.40166403006157
3000-084,6,3,14213,Coimbra,3000,084,COIMBRA,Coimbra,Coimbra,40.21664887541679%2C-8.397596572948652
3025-056,6,3,14213,Coimbra,3025,056,COIMBRA,Coimbra,Coimbra,40.25423788044144%2C-8.47602951195166
3025-155,6,3,14213,Coimbra,3025,155,COIMBRA,Coimbra,Coimbra,40.27507573090223%2C-8.454121767468902
3020-424,6,3,14213,Coimbra,3020,424,COIMBRA,Coimbra,Coimbra,40.24289431332646%2C-8.399296709645764
3030-157,6,3,14213,Coimbra,3030,157,COIMBRA,Coimbra,Coimbra,40.202791199528946%2C-8.3906277706336
3025-156,6,3,14213,Coimbra,3025,156,COIMBRA,Coimbra,Coimbra,40.25035336058248%2C-8.445280515176293
3030-317,6,3,14213,Coimbra,3030,317,COIMBRA,Coimbra,Coimbra,40.20408095131137%2C-8.410084313314988
3030-153,6,3,14213,Coimbra,3030,153,COIMBRA,Coimbra,Coimbra,40.20362076894682%2C-8.397164504837345
3025-157,6,3,14213,Coimbra,3025,157,COIMBRA,Coimbra,Coimbra,40.253711711962005%2C-8.475803529509138
3025-158,6,3,14213,Coimbra,3025,158,COIMBRA,Coimbra,Coimbra,40.24338710387466%2C-8.482406167912389
3045-022,6,3,14213,Coimbra,3045,022,COIMBRA,Coimbra,Coimbra,40.190537240528585%2C-8.46554481467144
