postal_code,cod_distrito,cod_concelho,cod_localidade,nome_localidade,num_cod_postal,ext_cod_postal,desig_postal,nome_concelho,nome_distrito,LatLong
3810-081,1,5,6684,Aveiro,3810,081,AVEIRO,Aveiro,Aveiro,40.62887582899364%2C-8.65228518482195
3810-241,1,5,6684,Aveiro,3810,241,AVEIRO,Aveiro,Aveiro,40.61406567266208%2C-8.622342018296207
3810-034,1,5,6684,Aveiro,3810,034,AVEIRO,Aveiro,Aveiro,40.63989803988801%2C-8.623689068784762
3810-242,1,5,6684,Aveiro,3810,242,AVEIRO,Aveiro,Aveiro,40.638956674813514%2C-8.614828028702632
3810-245,1,5,6684,Aveiro,3810,245,AVEIRO,Aveiro,Aveiro,40.616296089045086%2C-8.621956502189505
3810-246,1,5,6684,Aveiro,3810,246,AVEIRO,Aveiro,Aveiro,40.639291992811955%2C-8.6486001026585
3810-703,1,5,6684,Aveiro,3810,703,AVEIRO,Aveiro,Aveiro,40.6250042526183%2C-8.636592609063841
3810-248,1,5,6684,Aveiro,3810,248,AVEIRO,Aveiro,Aveiro,40.61576632363527%2C-8.61569836474139
3810-249,1,5,6684,Aveiro,3810,249,AVEIRO,Aveiro,Aveiro,40.61327394883547%2C-8.613045307094675
3810-417,1,5,6684,Aveiro,3810,417,AVEIRO,Aveiro,Aveiro,40.606717272022735%2C-8.64226090714725
3810-998,1,5,6684,Aveiro,3810,998,AVEIRO,Aveiro,Aveiro,40.608918961284566%2C-8.6399051159446
3810-250,1,5,6684,Aveiro,3810,250,AVEIRO,Aveiro,Aveiro,40.63669167302247%2C-8.616070672902863
3810-251,1,5,6684,Aveiro,3810,251,AVEIRO,Aveiro,Aveiro,40.639371481335715%2C-8.614752991283867
3810-418,1,5,6684,Aveiro,3810,418,AVEIRO,Aveiro,Aveiro,40.621393565385006%2C-8.654266786217814
3810-252,1,5,6684,Aveiro,3810,252,AVEIRO,Aveiro,Aveiro,40.60556963006113%2C-8.615064207765107
3810-253,1,5,6684,Aveiro,3810,253,AVEIRO,Aveiro,Aveiro,40.626338016640034%2C-8.614175940034166
3810-254,1,5,6684,Aveiro,3810,254,AVEIRO,Aveiro,Aveiro,40.63544038722549%2C-8.623646469828127
3810-476,1,5,6684,Aveiro,3810,476,AVEIRO,Aveiro,Aveiro,40.59328813393604%2C-8.616785107249328
3810-477,1,5,6684,Aveiro,3810,477,AVEIRO,Aveiro,Aveiro,40.59433076019408%2C-8.617384955444294
3810-420,1,5,6684,Aveiro,3810,420,AVEIRO,Aveiro,Aveiro,40.62438648579362%2C-8.647090883412607
3810-011,1,5,6684,Aveiro,3810,011,AVEIRO,Aveiro,Aveiro,40.63541275125083%2C-8.604731389860058
3810-256,1,5,6684,Aveiro,3810,256,AVEIRO,Aveiro,Aveiro,40.609239784841336%2C-8.617380837058782
3810-257,1,5,6684,Aveiro,3810,257,AVEIRO,Aveiro,Aveiro,40.62871884603928%2C-8.61851304908957
3810-258,1,5,6684,Aveiro,3810,258,AVEIRO,Aveiro,Aveiro,40.63048616295017%2C-8.617105496982001
3810-082,1,5,6684,Aveiro,3810,082,AVEIRO,Aveiro,Aveiro,40.64045267512721%2C-8.648788675434677
3810-260,1,5,6684,Aveiro,3810,260,AVEIRO,Aveiro,Aveiro,40.612413932960294%2C-8.627926637989574
3810-023,1,5,6684,Aveiro,3810,023,AVEIRO,Aveiro,Aveiro,40.59368122480824%2C-8.626430336503578
3810-263,1,5,6684,Aveiro,3810,263,AVEIRO,Aveiro,Aveiro,40.62387025242936%2C-8.62148737227302
3810-264,1,5,6684,Aveiro,3810,264,AVEIRO,Aveiro,Aveiro,40.60663175961683%2C-8.611261238969503
3810-265,1,5,6684,Aveiro,3810,265,AVEIRO,Aveiro,Aveiro,40.63081127295723%2C-8.616885240018503
3810-267,1,5,6684,Aveiro,3810,267,AVEIRO,Aveiro,Aveiro,40.63678667721143%2C-8.626397305412823
3810-083,1,5,6684,Aveiro,3810,083,AVEIRO,Aveiro,Aveiro,40.63376847193806%2C-8.646804095777247
3810-269,1,5,6684,Aveiro,3810,269,AVEIRO,Aveiro,Aveiro,40.62990111396666%2C-8.616572062853507
3810-270,1,5,6684,Aveiro,3810,270,AVEIRO,Aveiro,Aveiro,40.636392810404544%2C-8.61464935844675
3810-271,1,5,6684,Aveiro,3810,271,AVEIRO,Aveiro,Aveiro,40.63595222068041%2C-8.614970231004387
3810-273,1,5,6684,Aveiro,3810,273,AVEIRO,Aveiro,Aveiro,40.639395352725614%2C-8.624477421079057
3810-274,1,5,6684,Aveiro,3810,274,AVEIRO,Aveiro,Aveiro,40.63600681020756%2C-8.62423419795923
3810-168,1,5,6684,Aveiro,3810,168,AVEIRO,Aveiro,Aveiro,40.63010299058753%2C-8.657718004010539
3800-370,1,5,6684,Aveiro,3800,370,AVEIRO,Aveiro,Aveiro,40.63995756808026%2C-8.636904783065258
3810-275,1,5,6684,Aveiro,3810,275,AVEIRO,Aveiro,Aveiro,40.61609908976919%2C-8.627512131970045
3800-093,1,5,6684,Aveiro,3800,093,AVEIRO,Aveiro,Aveiro,40.642976036879226%2C-8.657190887589637
3810-084,1,5,6684,Aveiro,3810,084,AVEIRO,Aveiro,Aveiro,40.64016982014765%2C-8.656751850599383
3810-276,1,5,6684,Aveiro,3810,276,AVEIRO,Aveiro,Aveiro,40.610073066625766%2C-8.618551967338005
3810-278,1,5,6684,Aveiro,3810,278,AVEIRO,Aveiro,Aveiro,40.62896728293159%2C-8.626761872900502
3810-279,1,5,6684,Aveiro,3810,279,AVEIRO,Aveiro,Aveiro,40.6398921262883%2C-8.613420902449803
3810-281,1,5,6684,Aveiro,3810,281,AVEIRO,Aveiro,Aveiro,40.61715926642539%2C-8.626853253085374
3810-424,1,5,6684,Aveiro,3810,424,AVEIRO,Aveiro,Aveiro,40.61358685404586%2C-8.634876176213886
3810-425,1,5,6684,Aveiro,3810,425,AVEIRO,Aveiro,Aveiro,40.61397576927096%2C-8.635196440760078
3810-426,1,5,6684,Aveiro,3810,426,AVEIRO,Aveiro,Aveiro,40.614646325230474%2C-8.636904541684627
3810-085,1,5,6684,Aveiro,3810,085,AVEIRO,Aveiro,Aveiro,40.6355906897652%2C-8.648404155692532
3810-282,1,5,6684,Aveiro,3810,282,AVEIRO,Aveiro,Aveiro,40.63646772843854%2C-8.613141023433377
3810-427,1,5,6684,Aveiro,3810,427,AVEIRO,Aveiro,Aveiro,40.62374464769252%2C-8.651604603810531
3810-284,1,5,6684,Aveiro,3810,284,AVEIRO,Aveiro,Aveiro,40.633633628297474%2C-8.605814204713171
3810-285,1,5,6684,Aveiro,3810,285,AVEIRO,Aveiro,Aveiro,40.626766665705695%2C-8.612869877098444
3810-040,1,5,6684,Aveiro,3810,040,AVEIRO,Aveiro,Aveiro,40.63977069586421%2C-8.613277889698136
3810-429,1,5,6684,Aveiro,3810,429,AVEIRO,Aveiro,Aveiro,40.62109876290075%2C-8.659345921600249
3810-430,1,5,6684,Aveiro,3810,430,AVEIRO,Aveiro,Aveiro,40.5877541607828%2C-8.622360503734853
3810-529,1,5,6684,Aveiro,3810,529,AVEIRO,Aveiro,Aveiro,40.62828684233373%2C-8.646747341476216
3810-086,1,5,6684,Aveiro,3810,086,AVEIRO,Aveiro,Aveiro,40.640461398854704%2C-8.653329848734781
3810-027,1,5,6684,Aveiro,3810,027,AVEIRO,Aveiro,Aveiro,40.63091441938765%2C-8.614196473164236
3810-286,1,5,6684,Aveiro,3810,286,AVEIRO,Aveiro,Aveiro,40.6276409565982%2C-8.628473642527165
3810-287,1,5,6684,Aveiro,3810,287,AVEIRO,Aveiro,Aveiro,40.60971131746375%2C-8.613117327487872
3810-432,1,5,6684,Aveiro,3810,432,AVEIRO,Aveiro,Aveiro,40.61532935821031%2C-8.642487624616807
3810-433,1,5,6684,Aveiro,3810,433,AVEIRO,Aveiro,Aveiro,40.60988180677574%2C-8.638043577795905
3810-288,1,5,6684,Aveiro,3810,288,AVEIRO,Aveiro,Aveiro,40.631164842984035%2C-8.60849804369418
3810-434,1,5,6684,Aveiro,3810,434,AVEIRO,Aveiro,Aveiro,40.61893739750791%2C-8.652119400916972
3810-289,1,5,6684,Aveiro,3810,289,AVEIRO,Aveiro,Aveiro,40.62853497939108%2C-8.659321247934765
3810-026,1,5,6684,Aveiro,3810,026,AVEIRO,Aveiro,Aveiro,40.607542258065855%2C-8.64829353259389
3800-133,1,5,6684,Aveiro,3800,133,AVEIRO,Aveiro,Aveiro,40.6415495406766%2C-8.652168303218966
3810-012,1,5,6684,Aveiro,3810,012,AVEIRO,Aveiro,Aveiro,40.60450443075846%2C-8.641686719620647
3810-291,1,5,6684,Aveiro,3810,291,AVEIRO,Aveiro,Aveiro,40.62624036167939%2C-8.627247969326717
3810-436,1,5,6684,Aveiro,3810,436,AVEIRO,Aveiro,Aveiro,40.61780510588659%2C-8.64298110110368
3810-292,1,5,6684,Aveiro,3810,292,AVEIRO,Aveiro,Aveiro,40.62594525524133%2C-8.626953882734423
3810-293,1,5,6684,Aveiro,3810,293,AVEIRO,Aveiro,Aveiro,40.63097599110408%2C-8.632879401224322
3810-294,1,5,6684,Aveiro,3810,294,AVEIRO,Aveiro,Aveiro,40.62543297556054%2C-8.608052420661512
3810-479,1,5,6684,Aveiro,3810,479,AVEIRO,Aveiro,Aveiro,40.592919941587446%2C-8.625555706083231
3810-295,1,5,6684,Aveiro,3810,295,AVEIRO,Aveiro,Aveiro,40.62003921582346%2C-8.629452743159103
3800-135,1,5,6684,Aveiro,3800,135,AVEIRO,Aveiro,Aveiro,40.64186495438876%2C-8.645632049070008
3800-134,1,5,6684,Aveiro,3800,134,AVEIRO,Aveiro,Aveiro,40.64318188996948%2C-8.643054385973638
3810-296,1,5,6684,Aveiro,3810,296,AVEIRO,Aveiro,Aveiro,40.62700469680639%2C-8.62743299149576
3810-297,1,5,6684,Aveiro,3810,297,AVEIRO,Aveiro,Aveiro,40.63798741547847%2C-8.623974720114903
3810-299,1,5,6684,Aveiro,3810,299,AVEIRO,Aveiro,Aveiro,40.634936156873756%2C-8.615642770568082
3810-437,1,5,6684,Aveiro,3810,437,AVEIRO,Aveiro,Aveiro,40.6076767786691%2C-8.638652432835348
3800-048,1,5,6684,Aveiro,3800,048,AVEIRO,Aveiro,Aveiro,40.654077241349725%2C-8.579711169274495
3810-300,1,5,6684,Aveiro,3810,300,AVEIRO,Aveiro,Aveiro,40.63802815150794%2C-8.618051243414966
3810-302,1,5,6684,Aveiro,3810,302,AVEIRO,Aveiro,Aveiro,40.63207652686604%2C-8.628560794161018
3810-304,1,5,6684,Aveiro,3810,304,AVEIRO,Aveiro,Aveiro,40.63106237044713%2C-8.636700756314895
3810-438,1,5,6684,Aveiro,3810,438,AVEIRO,Aveiro,Aveiro,40.609775410711386%2C-8.646047014438423
3810-305,1,5,6684,Aveiro,3810,305,AVEIRO,Aveiro,Aveiro,40.6212768488362%2C-8.62731586345251
3810-306,1,5,6684,Aveiro,3810,306,AVEIRO,Aveiro,Aveiro,40.612615951471675%2C-8.621269648403043
3810-044,1,5,6684,Aveiro,3810,044,AVEIRO,Aveiro,Aveiro,40.62917233340155%2C-8.65013761940782
3810-307,1,5,6684,Aveiro,3810,307,AVEIRO,Aveiro,Aveiro,40.61248281947991%2C-8.62158166995373
3810-439,1,5,6684,Aveiro,3810,439,AVEIRO,Aveiro,Aveiro,40.60511360580663%2C-8.634105847195025
3810-308,1,5,6684,Aveiro,3810,308,AVEIRO,Aveiro,Aveiro,40.627992808327555%2C-8.62567203847791
3810-309,1,5,6684,Aveiro,3810,309,AVEIRO,Aveiro,Aveiro,40.634883973756885%2C-8.621505140873548
3810-035,1,5,6684,Aveiro,3810,035,AVEIRO,Aveiro,Aveiro,40.639251070924765%2C-8.624947247465778
3810-087,1,5,6684,Aveiro,3810,087,AVEIRO,Aveiro,Aveiro,40.63919989619417%2C-8.652577474786304
3810-310,1,5,6684,Aveiro,3810,310,AVEIRO,Aveiro,Aveiro,40.634426726445824%2C-8.640965383518981
3810-441,1,5,6684,Aveiro,3810,441,AVEIRO,Aveiro,Aveiro,40.61814873821805%2C-8.657498271858703
3810-442,1,5,6684,Aveiro,3810,442,AVEIRO,Aveiro,Aveiro,40.618219413827006%2C-8.659032270000573
3810-443,1,5,6684,Aveiro,3810,443,AVEIRO,Aveiro,Aveiro,40.61874444098186%2C-8.645063238405555
3810-444,1,5,6684,Aveiro,3810,444,AVEIRO,Aveiro,Aveiro,40.61816032891302%2C-8.644447210200445
3810-312,1,5,6684,Aveiro,3810,312,AVEIRO,Aveiro,Aveiro,40.636251163048314%2C-8.622754872537802
3810-314,1,5,6684,Aveiro,3810,314,AVEIRO,Aveiro,Aveiro,40.63896709265142%2C-8.616511864974923
3810-088,1,5,6684,Aveiro,3810,088,AVEIRO,Aveiro,Aveiro,40.640897513252604%2C-8.658607551230018
3810-315,1,5,6684,Aveiro,3810,315,AVEIRO,Aveiro,Aveiro,40.60789386716211%2C-8.618010395202921
3810-317,1,5,6684,Aveiro,3810,317,AVEIRO,Aveiro,Aveiro,40.61140110365228%2C-8.62048576788916
3810-446,1,5,6684,Aveiro,3810,446,AVEIRO,Aveiro,Aveiro,40.62003713262174%2C-8.638641724313128
3810-447,1,5,6684,Aveiro,3810,447,AVEIRO,Aveiro,Aveiro,40.61936648276587%2C-8.637746245937748
3810-448,1,5,6684,Aveiro,3810,448,AVEIRO,Aveiro,Aveiro,40.608774575558655%2C-8.641851764869054
3810-450,1,5,6684,Aveiro,3810,450,AVEIRO,Aveiro,Aveiro,40.60650915327156%2C-8.641038228158424
3810-318,1,5,6684,Aveiro,3810,318,AVEIRO,Aveiro,Aveiro,40.62962057039884%2C-8.624892421847287
3810-089,1,5,6684,Aveiro,3810,089,AVEIRO,Aveiro,Aveiro,40.617664991132195%2C-8.624437649343037
3810-038,1,5,6684,Aveiro,3810,038,AVEIRO,Aveiro,Aveiro,40.63831080148883%2C-8.615154377883837
3810-319,1,5,6684,Aveiro,3810,319,AVEIRO,Aveiro,Aveiro,40.625657386857746%2C-8.607160380725496
3810-321,1,5,6684,Aveiro,3810,321,AVEIRO,Aveiro,Aveiro,40.63303455886617%2C-8.6229194280808
3810-323,1,5,6684,Aveiro,3810,323,AVEIRO,Aveiro,Aveiro,40.61671151294037%2C-8.617041521258196
3810-452,1,5,6684,Aveiro,3810,452,AVEIRO,Aveiro,Aveiro,40.61959356689267%2C-8.657513504462672
3810-324,1,5,6684,Aveiro,3810,324,AVEIRO,Aveiro,Aveiro,40.62978127605637%2C-8.6289614315975
3810-480,1,5,6684,Aveiro,3810,480,AVEIRO,Aveiro,Aveiro,40.603164938491695%2C-8.62971384854893
3810-481,1,5,6684,Aveiro,3810,481,AVEIRO,Aveiro,Aveiro,40.59959206097962%2C-8.634925136822623
3810-482,1,5,6684,Aveiro,3810,482,AVEIRO,Aveiro,Aveiro,40.59722998197664%2C-8.635189278293764
3810-831,1,5,6684,Aveiro,3810,831,AVEIRO,Aveiro,Aveiro,40.587775559771295%2C-8.61790812543788
3810-454,1,5,6684,Aveiro,3810,454,AVEIRO,Aveiro,Aveiro,40.62282784724707%2C-8.647334844181811
3810-329,1,5,6684,Aveiro,3810,329,AVEIRO,Aveiro,Aveiro,40.63820538459125%2C-8.651608447109442
3810-331,1,5,6684,Aveiro,3810,331,AVEIRO,Aveiro,Aveiro,40.628558740413716%2C-8.615866318999233
3810-333,1,5,6684,Aveiro,3810,333,AVEIRO,Aveiro,Aveiro,40.62911281465889%2C-8.619615999703395
3810-014,1,5,6684,Aveiro,3810,014,AVEIRO,Aveiro,Aveiro,40.63632675774019%2C-8.627695615724075
3810-455,1,5,6684,Aveiro,3810,455,AVEIRO,Aveiro,Aveiro,40.617985771217846%2C-8.656583530312433
3810-334,1,5,6684,Aveiro,3810,334,AVEIRO,Aveiro,Aveiro,40.636084826348835%2C-8.605542233942206
3810-456,1,5,6684,Aveiro,3810,456,AVEIRO,Aveiro,Aveiro,40.6102365033907%2C-8.635801139550388
3810-090,1,5,6684,Aveiro,3810,090,AVEIRO,Aveiro,Aveiro,40.63971683955976%2C-8.657045400028306
3810-457,1,5,6684,Aveiro,3810,457,AVEIRO,Aveiro,Aveiro,40.61833702484201%2C-8.643725324193202
3810-458,1,5,6684,Aveiro,3810,458,AVEIRO,Aveiro,Aveiro,40.62008164196597%2C-8.652339718431685
3810-483,1,5,6684,Aveiro,3810,483,AVEIRO,Aveiro,Aveiro,40.60304418272837%2C-8.634735300914468
3810-832,1,5,6684,Aveiro,3810,832,AVEIRO,Aveiro,Aveiro,40.590777883724414%2C-8.618265891344207
3810-336,1,5,6684,Aveiro,3810,336,AVEIRO,Aveiro,Aveiro,40.62783203956543%2C-8.609127566003123
3810-459,1,5,6684,Aveiro,3810,459,AVEIRO,Aveiro,Aveiro,40.61236062617886%2C-8.650325467561828
3810-378,1,5,6684,Aveiro,3810,378,AVEIRO,Aveiro,Aveiro,40.61634350499901%2C-8.637261555602814
3810-460,1,5,6684,Aveiro,3810,460,AVEIRO,Aveiro,Aveiro,40.61080906247659%2C-8.64190679084751
3810-461,1,5,6684,Aveiro,3810,461,AVEIRO,Aveiro,Aveiro,40.602726328443865%2C-8.642751109789895
3810-337,1,5,6684,Aveiro,3810,337,AVEIRO,Aveiro,Aveiro,40.6389691447197%2C-8.611891702613303
3810-385,1,5,6684,Aveiro,3810,385,AVEIRO,Aveiro,Aveiro,40.61823220179368%2C-8.641767131069217
3810-339,1,5,6684,Aveiro,3810,339,AVEIRO,Aveiro,Aveiro,40.630613909339445%2C-8.628041730943925
3810-484,1,5,6684,Aveiro,3810,484,AVEIRO,Aveiro,Aveiro,40.59809700034403%2C-8.629223466327232
3810-341,1,5,6684,Aveiro,3810,341,AVEIRO,Aveiro,Aveiro,40.640833169937494%2C-8.619657648440745
3810-342,1,5,6684,Aveiro,3810,342,AVEIRO,Aveiro,Aveiro,40.627447497088276%2C-8.649880050837396
3810-485,1,5,6684,Aveiro,3810,485,AVEIRO,Aveiro,Aveiro,40.593278337220816%2C-8.623868372822086
3810-037,1,5,6684,Aveiro,3810,037,AVEIRO,Aveiro,Aveiro,40.63903154885129%2C-8.624142814015604
3810-343,1,5,6684,Aveiro,3810,343,AVEIRO,Aveiro,Aveiro,40.637134728926895%2C-8.613930319046542
3810-345,1,5,6684,Aveiro,3810,345,AVEIRO,Aveiro,Aveiro,40.62663630929982%2C-8.622008270413877
3810-395,1,5,6684,Aveiro,3810,395,AVEIRO,Aveiro,Aveiro,40.61598956570796%2C-8.647924516030692
3800-138,1,5,6684,Aveiro,3800,138,AVEIRO,Aveiro,Aveiro,40.65322934108736%2C-8.623628191343476
3810-045,1,5,6684,Aveiro,3810,045,AVEIRO,Aveiro,Aveiro,40.64022611426409%2C-8.657425882555554
3800-320,1,5,6684,Aveiro,3800,320,AVEIRO,Aveiro,Aveiro,40.65325190899036%2C-8.625381859946753
3810-092,1,5,6684,Aveiro,3810,092,AVEIRO,Aveiro,Aveiro,40.63963475646074%2C-8.656866470126428
3800-378,1,5,6684,Aveiro,3800,378,AVEIRO,Aveiro,Aveiro,40.66380101492077%2C-8.625425155853454
3810-464,1,5,6684,Aveiro,3810,464,AVEIRO,Aveiro,Aveiro,40.60159503714048%2C-8.623778573341268
3810-018,1,5,6684,Aveiro,3810,018,AVEIRO,Aveiro,Aveiro,40.59213482112169%2C-8.622471496291388
3810-021,1,5,6684,Aveiro,3810,021,AVEIRO,Aveiro,Aveiro,40.594384747543714%2C-8.62426204176424
3810-022,1,5,6684,Aveiro,3810,022,AVEIRO,Aveiro,Aveiro,40.599362587104075%2C-8.62713682336663
3810-020,1,5,6684,Aveiro,3810,020,AVEIRO,Aveiro,Aveiro,40.60342979967354%2C-8.63094263590776
3810-016,1,5,6684,Aveiro,3810,016,AVEIRO,Aveiro,Aveiro,40.60373070679158%2C-8.632444747540028
3810-017,1,5,6684,Aveiro,3810,017,AVEIRO,Aveiro,Aveiro,40.59886825562748%2C-8.628418933848735
3810-019,1,5,6684,Aveiro,3810,019,AVEIRO,Aveiro,Aveiro,40.58877000064975%2C-8.62022039358145
3810-400,1,5,6684,Aveiro,3810,400,AVEIRO,Aveiro,Aveiro,40.61167690371335%2C-8.643673320643058
3810-025,1,5,6684,Aveiro,3810,025,AVEIRO,Aveiro,Aveiro,40.60199986066333%2C-8.616721767511027
3800-330,1,5,6684,Aveiro,3800,330,AVEIRO,Aveiro,Aveiro,40.66381707493983%2C-8.631010913491677
3800-113,1,5,6684,Aveiro,3800,113,AVEIRO,Aveiro,Aveiro,40.64399531315693%2C-8.614474902614589
3800-438,1,5,6684,Aveiro,3800,438,AVEIRO,Aveiro,Aveiro,40.64080127173995%2C-8.645022072308803
3800-288,1,5,6684,Aveiro,3800,288,AVEIRO,Aveiro,Aveiro,40.64199907685959%2C-8.620786822047684
3800-197,1,5,6684,Aveiro,3800,197,AVEIRO,Aveiro,Aveiro,40.64305552604436%2C-8.649611569651034
3810-193,1,5,6684,Aveiro,3810,193,AVEIRO,Aveiro,Aveiro,40.632339746232915%2C-8.657328982254919
3800-287,1,5,6684,Aveiro,3800,287,AVEIRO,Aveiro,Aveiro,40.65472011617545%2C-8.628518363019655
3810-028,1,5,6684,Aveiro,3810,028,AVEIRO,Aveiro,Aveiro,40.615605194877986%2C-8.632155632100629
3810-928,1,5,6684,Aveiro,3810,928,AVEIRO,Aveiro,Aveiro,40.620572509130334%2C-8.648155440897936
3800-140,1,5,6684,Aveiro,3800,140,AVEIRO,Aveiro,Aveiro,40.64191193051676%2C-8.647378967542808
3810-094,1,5,6684,Aveiro,3810,094,AVEIRO,Aveiro,Aveiro,40.636787421339115%2C-8.646835283574699
3800-025,1,5,6684,Aveiro,3800,025,AVEIRO,Aveiro,Aveiro,40.658788619128174%2C-8.62261178411778
3800-142,1,5,6684,Aveiro,3800,142,AVEIRO,Aveiro,Aveiro,40.643710381880254%2C-8.654242118357397
3800-141,1,5,6684,Aveiro,3800,141,AVEIRO,Aveiro,Aveiro,40.643778290946294%2C-8.653980747812248
3800-143,1,5,6684,Aveiro,3800,143,AVEIRO,Aveiro,Aveiro,40.557403069880635%2C-8.603608687570663
3810-416,1,5,6684,Aveiro,3810,416,AVEIRO,Aveiro,Aveiro,40.62317698303602%2C-8.658518085643403
3810-472,1,5,6684,Aveiro,3810,472,AVEIRO,Aveiro,Aveiro,40.60141049802719%2C-8.637169996111192
3800-144,1,5,6684,Aveiro,3800,144,AVEIRO,Aveiro,Aveiro,40.64269469093171%2C-8.622054695555953
3800-145,1,5,6684,Aveiro,3800,145,AVEIRO,Aveiro,Aveiro,40.64206686610282%2C-8.654020593818744
3800-146,1,5,6684,Aveiro,3800,146,AVEIRO,Aveiro,Aveiro,40.6438413856137%2C-8.649094611200812
3800-147,1,5,6684,Aveiro,3800,147,AVEIRO,Aveiro,Aveiro,40.64392311475779%2C-8.646452072818997
3810-554,1,5,6684,Aveiro,3810,554,AVEIRO,Aveiro,Aveiro,40.639489137131086%2C-8.614033928793747
3800-149,1,5,6684,Aveiro,3800,149,AVEIRO,Aveiro,Aveiro,40.64335233020334%2C-8.647932904265424
3800-148,1,5,6684,Aveiro,3800,148,AVEIRO,Aveiro,Aveiro,40.643502236065466%2C-8.648200890024752
3800-115,1,5,6684,Aveiro,3800,115,AVEIRO,Aveiro,Aveiro,40.64502085304587%2C-8.608889509980635
3810-362,1,5,6684,Aveiro,3810,362,AVEIRO,Aveiro,Aveiro,40.59407331653257%2C-8.62916107047175
3810-361,1,5,6684,Aveiro,3810,361,AVEIRO,Aveiro,Aveiro,40.593550458926735%2C-8.630040012869397
3810-364,1,5,6684,Aveiro,3810,364,AVEIRO,Aveiro,Aveiro,40.603551387014775%2C-8.63406386613234
3810-896,1,5,6684,Aveiro,3810,896,AVEIRO,Aveiro,Aveiro,40.60269781639106%2C-8.633620339321078
3810-365,1,5,6684,Aveiro,3810,365,AVEIRO,Aveiro,Aveiro,40.60108461982369%2C-8.631260856322534
3810-363,1,5,6684,Aveiro,3810,363,AVEIRO,Aveiro,Aveiro,40.600997505731%2C-8.631566104765788
3810-367,1,5,6684,Aveiro,3810,367,AVEIRO,Aveiro,Aveiro,40.62936600192186%2C-8.65167626260601
3810-369,1,5,6684,Aveiro,3810,369,AVEIRO,Aveiro,Aveiro,40.62815289641341%2C-8.651221078787474
3810-370,1,5,6684,Aveiro,3810,370,AVEIRO,Aveiro,Aveiro,40.627312991598494%2C-8.65109245561139
3810-368,1,5,6684,Aveiro,3810,368,AVEIRO,Aveiro,Aveiro,40.629328875805804%2C-8.651375942890706
3800-427,1,5,6684,Aveiro,3800,427,AVEIRO,Aveiro,Aveiro,40.64939742427082%2C-8.634488970007443
3810-371,1,5,6684,Aveiro,3810,371,AVEIRO,Aveiro,Aveiro,40.61491292161079%2C-8.651481963552712
3800-388,1,5,6684,Aveiro,3800,388,AVEIRO,Aveiro,Aveiro,40.64837404466881%2C-8.635748476907224
3810-372,1,5,6684,Aveiro,3810,372,AVEIRO,Aveiro,Aveiro,40.60105420973616%2C-8.634000748795733
3810-328,1,5,6684,Aveiro,3810,328,AVEIRO,Aveiro,Aveiro,40.62050488099851%2C-8.618808113373792
3810-373,1,5,6684,Aveiro,3810,373,AVEIRO,Aveiro,Aveiro,40.61876100745729%2C-8.621210690863968
3810-996,1,5,6684,Aveiro,3810,996,AVEIRO,Aveiro,Aveiro,40.62186041751442%2C-8.624453262919003
3810-379,1,5,6684,Aveiro,3810,379,AVEIRO,Aveiro,Aveiro,40.6252011919509%2C-8.641997281394163
3800-070,1,5,6684,Aveiro,3800,070,AVEIRO,Aveiro,Aveiro,40.64667885923034%2C-8.638527254952416
3800-350,1,5,6684,Aveiro,3800,350,AVEIRO,Aveiro,Aveiro,40.64361614246078%2C-8.655816684388173
3800-351,1,5,6684,Aveiro,3800,351,AVEIRO,Aveiro,Aveiro,40.64745676251769%2C-8.645572987296447
3800-352,1,5,6684,Aveiro,3800,352,AVEIRO,Aveiro,Aveiro,40.64779192025042%2C-8.643972452104434
3800-152,1,5,6684,Aveiro,3800,152,AVEIRO,Aveiro,Aveiro,40.64347595094238%2C-8.65294717660373
3800-153,1,5,6684,Aveiro,3800,153,AVEIRO,Aveiro,Aveiro,40.64439775035642%2C-8.65378064289442
3800-151,1,5,6684,Aveiro,3800,151,AVEIRO,Aveiro,Aveiro,40.64418153540418%2C-8.653383080225108
3800-091,1,5,6684,Aveiro,3800,091,AVEIRO,Aveiro,Aveiro,40.65009099243688%2C-8.630382765662366
3800-356,1,5,6684,Aveiro,3800,356,AVEIRO,Aveiro,Aveiro,40.64722412314546%2C-8.644828868002536
3800-357,1,5,6684,Aveiro,3800,357,AVEIRO,Aveiro,Aveiro,40.64817357176141%2C-8.646009425602145
3800-355,1,5,6684,Aveiro,3800,355,AVEIRO,Aveiro,Aveiro,40.64779977170675%2C-8.644655183625844
3800-360,1,5,6684,Aveiro,3800,360,AVEIRO,Aveiro,Aveiro,40.64689229166658%2C-8.64149086587827
3800-359,1,5,6684,Aveiro,3800,359,AVEIRO,Aveiro,Aveiro,40.646674499150365%2C-8.641066814086704
3800-072,1,5,6684,Aveiro,3800,072,AVEIRO,Aveiro,Aveiro,40.64762007548194%2C-8.64071204705514
3800-073,1,5,6684,Aveiro,3800,073,AVEIRO,Aveiro,Aveiro,40.64345239153107%2C-8.655348499357478
3800-074,1,5,6684,Aveiro,3800,074,AVEIRO,Aveiro,Aveiro,40.647001654003944%2C-8.641808366387204
3814-501,1,5,6684,Aveiro,3814,501,AVEIRO,Aveiro,Aveiro,40.63426626441802%2C-8.654806591314589
3810-096,1,5,6684,Aveiro,3810,096,AVEIRO,Aveiro,Aveiro,40.638177615047724%2C-8.656107838948659
