postal_code,LatLong,location_id,name,distance,bearing,street,city,country,complete_address,type
3810-082,40.64045267512721%2C-8.648788675434677,17593319.0,Cereal World Aveiro,0.0599387771632288,northwest,Avenida 5 de Outubro 18,Aveiro,Portugal,"Avenida 5 de Outubro 18, Aveiro 3810-082 Portugal",restaurant
3810-082,40.64045267512721%2C-8.648788675434677,23487448.0,Bema,0.0632021677527198,west,Avenida 5 de Outubro 41,Aveiro,Portugal,"Avenida 5 de Outubro 41, Aveiro 3810-082 Portugal",restaurant
3810-082,40.64045267512721%2C-8.648788675434677,17593319.0,Cereal World Aveiro,0.0913959961914037,northwest,Avenida 5 de Outubro 18,Aveiro,Portugal,"Avenida 5 de Outubro 18, Aveiro 3810-082 Portugal",restaurant
3810-082,40.64045267512721%2C-8.648788675434677,23487448.0,Bema,0.0744112849816411,west,Avenida 5 de Outubro 41,Aveiro,Portugal,"Avenida 5 de Outubro 41, Aveiro 3810-082 Portugal",restaurant
3810-082,40.64045267512721%2C-8.648788675434677,23487448.0,Bema,0.1114876478806578,north,Avenida 5 de Outubro 41,Aveiro,Portugal,"Avenida 5 de Outubro 41, Aveiro 3810-082 Portugal",restaurant
3810-082,40.64045267512721%2C-8.648788675434677,17593319.0,Cereal World Aveiro,0.1702903072403664,north,Avenida 5 de Outubro 18,Aveiro,Portugal,"Avenida 5 de Outubro 18, Aveiro 3810-082 Portugal",restaurant
3810-082,40.64045267512721%2C-8.648788675434677,17593319.0,Cereal World Aveiro,0.0489988879699977,southwest,Avenida 5 de Outubro 18,Aveiro,Portugal,"Avenida 5 de Outubro 18, Aveiro 3810-082 Portugal",restaurant
3810-082,40.64045267512721%2C-8.648788675434677,23487448.0,Bema,0.1064743846058743,southwest,Avenida 5 de Outubro 41,Aveiro,Portugal,"Avenida 5 de Outubro 41, Aveiro 3810-082 Portugal",restaurant
3810-264,40.60663175961683%2C-8.611261238969503,5982715.0,Q'Doce - A Nossa Tasca,0.2918102380268317,northeast,Rua do Forno n 21,Aveiro,Portugal,"Rua do Forno n 21, Aveiro 3810-264 Portugal",restaurant
3810-264,40.60663175961683%2C-8.611261238969503,5982715.0,Q'Doce - A Nossa Tasca,1.2486472435441411,northeast,Rua do Forno n 21,Aveiro,Portugal,"Rua do Forno n 21, Aveiro 3810-264 Portugal",restaurant
3810-264,40.60663175961683%2C-8.611261238969503,5982715.0,Q'Doce - A Nossa Tasca,1.1464201876318143,northeast,Rua do Forno n 21,Aveiro,Portugal,"Rua do Forno n 21, Aveiro 3810-264 Portugal",restaurant
3810-264,40.60663175961683%2C-8.611261238969503,5982715.0,Q'Doce - A Nossa Tasca,0.2710501014378319,east,Rua do Forno n 21,Aveiro,Portugal,"Rua do Forno n 21, Aveiro 3810-264 Portugal",restaurant
3810-264,40.60663175961683%2C-8.611261238969503,5982715.0,Q'Doce - A Nossa Tasca,0.624209892115304,northeast,Rua do Forno n 21,Aveiro,Portugal,"Rua do Forno n 21, Aveiro 3810-264 Portugal",restaurant
3810-264,40.60663175961683%2C-8.611261238969503,5982715.0,Q'Doce - A Nossa Tasca,0.3754374269053694,southeast,Rua do Forno n 21,Aveiro,Portugal,"Rua do Forno n 21, Aveiro 3810-264 Portugal",restaurant
3810-264,40.60663175961683%2C-8.611261238969503,5982715.0,Q'Doce - A Nossa Tasca,0.8543899666089777,east,Rua do Forno n 21,Aveiro,Portugal,"Rua do Forno n 21, Aveiro 3810-264 Portugal",restaurant
3810-264,40.60663175961683%2C-8.611261238969503,5982715.0,Q'Doce - A Nossa Tasca,0.5784304998006804,southeast,Rua do Forno n 21,Aveiro,Portugal,"Rua do Forno n 21, Aveiro 3810-264 Portugal",restaurant
3810-264,40.60663175961683%2C-8.611261238969503,5982715.0,Q'Doce - A Nossa Tasca,0.858889156794393,south,Rua do Forno n 21,Aveiro,Portugal,"Rua do Forno n 21, Aveiro 3810-264 Portugal",restaurant
3810-264,40.60663175961683%2C-8.611261238969503,5982715.0,Q'Doce - A Nossa Tasca,0.9210260253921292,southeast,Rua do Forno n 21,Aveiro,Portugal,"Rua do Forno n 21, Aveiro 3810-264 Portugal",restaurant
3810-264,40.60663175961683%2C-8.611261238969503,5982715.0,Q'Doce - A Nossa Tasca,0.4601326402035295,east,Rua do Forno n 21,Aveiro,Portugal,"Rua do Forno n 21, Aveiro 3810-264 Portugal",restaurant
3810-265,40.63081127295723%2C-8.616885240018503,6200622.0,Atrium,0.2287560939267301,east,Av. Dr. Francisco Sa Carneiro,Aveiro,Portugal,"Av. Dr. Francisco Sa Carneiro Jardim do Pavilhão dos Galitos, Aveiro 3810-265 Portugal",restaurant
3810-265,40.63081127295723%2C-8.616885240018503,6200622.0,Atrium,0.1913662749323092,south,Av. Dr. Francisco Sa Carneiro,Aveiro,Portugal,"Av. Dr. Francisco Sa Carneiro Jardim do Pavilhão dos Galitos, Aveiro 3810-265 Portugal",restaurant
3810-265,40.63081127295723%2C-8.616885240018503,6200622.0,Atrium,0.3986214279886066,southeast,Av. Dr. Francisco Sa Carneiro,Aveiro,Portugal,"Av. Dr. Francisco Sa Carneiro Jardim do Pavilhão dos Galitos, Aveiro 3810-265 Portugal",restaurant
3810-265,40.63081127295723%2C-8.616885240018503,6200622.0,Atrium,0.3365554767036848,east,Av. Dr. Francisco Sa Carneiro,Aveiro,Portugal,"Av. Dr. Francisco Sa Carneiro Jardim do Pavilhão dos Galitos, Aveiro 3810-265 Portugal",restaurant
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,0.7185229751119049,north,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,0.0954992799358747,northwest,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,0.3484103345338578,east,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,0.0430291601010036,west,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,0.5981238628209288,north,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,0.0751613188558908,northeast,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,0.3089326893792147,southeast,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,1.0807157090530597,northwest,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,0.5262442753693126,northwest,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,0.3818818666636381,northwest,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,0.7215025661308897,east,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,0.6131914217756184,north,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,0.4373867709250562,north,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,0.400830525832909,north,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,0.9789132670267516,north,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,0.1581213638735653,southeast,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,0.3962902901653938,west,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,0.2460420670842086,southeast,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-270,40.636392810404544%2C-8.61464935844675,14891851.0,Praca Humberto Delgado,0.1595586620083421,west,Praca Humberto Delgado,Aveiro,Portugal,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",attraction
3810-168,40.63010299058753%2C-8.657718004010539,4891651.0,Universidade de Aveiro,0.0756376532237876,northwest,Campus Universitario de Santiago,Aveiro,Portugal,"Campus Universitario de Santiago, Aveiro 3810-168 Portugal",attraction
3810-086,40.640461398854704%2C-8.653329848734781,5519704.0,Confeitaria Peixinho,0.0831462852272023,south,Rua Coimbra 9,Aveiro,Portugal,"Rua Coimbra 9, Aveiro 3810-086 Portugal",restaurant
3810-086,40.640461398854704%2C-8.653329848734781,9608614.0,Miyala,0.0156555693402263,southwest,Rua Coimbra 15,Aveiro,Portugal,"Rua Coimbra 15, Aveiro 3810-086 Portugal",attraction
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,0.8034918844411579,south,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,0.8174530717898636,northwest,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,0.9498116224281132,northwest,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,0.4787993376567204,east,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,0.5274658621841761,southeast,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,1.0812509262059382,north,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,1.080755857895049,southwest,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,1.1648822473310794,southwest,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,1.225882934401696,northeast,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,1.3172967500931558,northeast,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,0.5388182899303805,northwest,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,0.6684729486972929,northwest,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,0.9793569179228692,northeast,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,1.0500663622031152,northeast,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,0.9789508187175529,north,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,0.4418360081143906,south,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,1.0392037826378266,southwest,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,0.9956834253168472,northeast,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,0.3679321436676563,northwest,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,0.4617934549185654,northwest,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,0.3204805692693252,northeast,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,0.4300279496785462,northeast,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,0.9611451411153996,northeast,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,1.0577571005414323,northeast,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,1.1162263966958017,northeast,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,1.1991030590097718,northeast,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,0.3497350569087158,west,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,0.3445526083826144,west,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,1.0335258156023353,southwest,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,1.1339344030398444,southwest,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,0.8227215469003827,south,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,0.5819020295567084,east,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,0.6193150794484968,east,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,1.0489415548774697,northeast,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,1.0001748383008249,southwest,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,1.100079663784236,southwest,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,0.9363218664951272,west,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,0.9727820931590508,west,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,1.0371868048440285,northeast,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,0.1847749592751577,northeast,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,0.1917939196034813,east,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,0.3251231541415983,northwest,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,0.4639340148218546,north,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,1.121481407805763,southwest,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,25081618.0,Brasapao,0.4727641038078704,east,Rua Conego Maio 103,Aveiro,Portugal,"Rua Conego Maio 103 São Bernardo, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,12786533.0,Churrasqueira Pires,0.4587033791007579,east,Rua Antonio Farela 13,Aveiro,Portugal,"Rua Antonio Farela 13, Aveiro 3810-089 Portugal",restaurant
3810-089,40.617664991132195%2C-8.624437649343037,8438157.0,Kyoto House,0.1069154717373552,west,Rua Conego Maio 39,Aveiro,Portugal,"Rua Conego Maio 39, Aveiro 3810-089 Portugal",restaurant
3810-329,40.63820538459125%2C-8.651608447109442,8424850.0,Restaurante Momentos,0.3315068003159643,northeast,Avenida de Santa Joana 81,Aveiro,Portugal,"Avenida de Santa Joana 81 Glória, Aveiro 3810-329 Portugal",restaurant
3810-329,40.63820538459125%2C-8.651608447109442,8424850.0,Restaurante Momentos,0.3202463184893129,east,Avenida de Santa Joana 81,Aveiro,Portugal,"Avenida de Santa Joana 81 Glória, Aveiro 3810-329 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,6104677.0,Restaurante Sao Bras,0.0732130703095679,southeast,Rua de Sao Bras N 178,Aveiro,Portugal,"Rua de Sao Bras N 178, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,15106076.0,No Ponto Petiscaria,0.0367795843519712,north,Rua de Sao Bras 130,Aveiro,Portugal,"Rua de Sao Bras 130, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,6104677.0,Restaurante Sao Bras,0.7541604981776319,northeast,Rua de Sao Bras N 178,Aveiro,Portugal,"Rua de Sao Bras N 178, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,15106076.0,No Ponto Petiscaria,0.7674784274343084,northeast,Rua de Sao Bras 130,Aveiro,Portugal,"Rua de Sao Bras 130, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,15106076.0,No Ponto Petiscaria,0.5145249533175327,southwest,Rua de Sao Bras 130,Aveiro,Portugal,"Rua de Sao Bras 130, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,6104677.0,Restaurante Sao Bras,0.503604621298091,southwest,Rua de Sao Bras N 178,Aveiro,Portugal,"Rua de Sao Bras N 178, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,15106076.0,No Ponto Petiscaria,0.4719600326487046,southeast,Rua de Sao Bras 130,Aveiro,Portugal,"Rua de Sao Bras 130, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,6104677.0,Restaurante Sao Bras,0.572278106202684,southeast,Rua de Sao Bras N 178,Aveiro,Portugal,"Rua de Sao Bras N 178, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,15106076.0,No Ponto Petiscaria,0.8829562193468117,southwest,Rua de Sao Bras 130,Aveiro,Portugal,"Rua de Sao Bras 130, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,6104677.0,Restaurante Sao Bras,0.8960469614589851,southwest,Rua de Sao Bras N 178,Aveiro,Portugal,"Rua de Sao Bras N 178, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,6104677.0,Restaurante Sao Bras,0.6567390040233615,east,Rua de Sao Bras N 178,Aveiro,Portugal,"Rua de Sao Bras N 178, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,15106076.0,No Ponto Petiscaria,0.5951091008050728,east,Rua de Sao Bras 130,Aveiro,Portugal,"Rua de Sao Bras 130, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,6104677.0,Restaurante Sao Bras,0.5330697274627763,west,Rua de Sao Bras N 178,Aveiro,Portugal,"Rua de Sao Bras N 178, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,15106076.0,No Ponto Petiscaria,0.6163616973394664,west,Rua de Sao Bras 130,Aveiro,Portugal,"Rua de Sao Bras 130, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,15106076.0,No Ponto Petiscaria,0.5824888139914157,east,Rua de Sao Bras 130,Aveiro,Portugal,"Rua de Sao Bras 130, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,6104677.0,Restaurante Sao Bras,0.3734418101647787,northeast,Rua de Sao Bras N 178,Aveiro,Portugal,"Rua de Sao Bras N 178, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,15106076.0,No Ponto Petiscaria,0.3980249933180488,northeast,Rua de Sao Bras 130,Aveiro,Portugal,"Rua de Sao Bras 130, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,15106076.0,No Ponto Petiscaria,0.7977454379558866,east,Rua de Sao Bras 130,Aveiro,Portugal,"Rua de Sao Bras 130, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,15106076.0,No Ponto Petiscaria,0.2380465116057169,southwest,Rua de Sao Bras 130,Aveiro,Portugal,"Rua de Sao Bras 130, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,6104677.0,Restaurante Sao Bras,0.2494589226475092,southwest,Rua de Sao Bras N 178,Aveiro,Portugal,"Rua de Sao Bras N 178, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,6104677.0,Restaurante Sao Bras,0.9558733516697926,east,Rua de Sao Bras N 178,Aveiro,Portugal,"Rua de Sao Bras N 178, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,15106076.0,No Ponto Petiscaria,0.9132166797197828,east,Rua de Sao Bras 130,Aveiro,Portugal,"Rua de Sao Bras 130, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,15106076.0,No Ponto Petiscaria,0.824208896205801,southwest,Rua de Sao Bras 130,Aveiro,Portugal,"Rua de Sao Bras 130, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,6104677.0,Restaurante Sao Bras,0.8163536709963243,southwest,Rua de Sao Bras N 178,Aveiro,Portugal,"Rua de Sao Bras N 178, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,15106076.0,No Ponto Petiscaria,0.8160300486654326,southwest,Rua de Sao Bras 130,Aveiro,Portugal,"Rua de Sao Bras 130, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,6104677.0,Restaurante Sao Bras,0.816123184675774,southwest,Rua de Sao Bras N 178,Aveiro,Portugal,"Rua de Sao Bras N 178, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,6104677.0,Restaurante Sao Bras,0.970575395371618,northeast,Rua de Sao Bras N 178,Aveiro,Portugal,"Rua de Sao Bras N 178, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,15106076.0,No Ponto Petiscaria,0.9634390018136928,northeast,Rua de Sao Bras 130,Aveiro,Portugal,"Rua de Sao Bras 130, Aveiro 3810-333 Portugal",restaurant
3810-333,40.62911281465889%2C-8.619615999703395,15106076.0,No Ponto Petiscaria,0.986095102879712,east,Rua de Sao Bras 130,Aveiro,Portugal,"Rua de Sao Bras 130, Aveiro 3810-333 Portugal",restaurant
