location_id,name,distance,bearing,address_obj.street1,address_obj.city,address_obj.country,address_obj.postalcode,address_obj.address_string,address_obj.street2,address_obj.state
3869808,Indigo Centro de Estetica e Spa Urbano,0.07862328490719186,southeast,Rua Pedro Alvares Cabral 30,Coimbra,Portugal,3030-069,"Rua Pedro Alvares Cabral 30, Coimbra 3030-069 Portugal",,
6631158,Quinta Cova da Raposa,0.940691880119765,west,Rua do Monte de Baixo,Braga,Portugal,4710-070,"Rua do Monte de Baixo Gualtar, Braga 4710-070 Portugal",Gualtar,
14891851,Praca Humberto Delgado,0.30893268937921475,southeast,Praca Humberto Delgado,Aveiro,Portugal,3810-270,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",,
3869838,Capela de Sao Frutuoso de Montelios,0.1878312458863624,west,,Braga,Portugal,4700-303,"Caminho da Ordem, Núcleo Museológico da Capela de S. Frutuoso, Braga 4700-303 Portugal","Caminho da Ordem, Núcleo Museológico da Capela de S. Frutuoso",
14891851,Praca Humberto Delgado,1.0807157090530597,northwest,Praca Humberto Delgado,Aveiro,Portugal,3810-270,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",,
17568170,Geres Adventure,0.9376231377867991,southwest,Avenida das Pontes N 446,Rio Caldo,Portugal,4845-024,"Avenida das Pontes N 446, Rio Caldo 4845-024 Portugal",,
7156051,Igreja e Convento do Carmo,0.04172833001162454,northeast,Rua de Dom Augusto Eduardo Nunes,Evora,Portugal,7000-651,"Rua de Dom Augusto Eduardo Nunes Largo da Porta de Moura, Evora 7000-651 Portugal",Largo da Porta de Moura,
12242860,Braga Taxis,0.4648241094368923,west,,Braga,Portugal,,Braga Portugal,,
7156051,Igreja e Convento do Carmo,0.025590567530943107,north,Rua de Dom Augusto Eduardo Nunes,Evora,Portugal,7000-651,"Rua de Dom Augusto Eduardo Nunes Largo da Porta de Moura, Evora 7000-651 Portugal",Largo da Porta de Moura,
19261527,Escadas do Quinchorro,0.7630940935150022,east,R. dos Foscadores 9,Coimbra,Portugal,3040-202,"R. dos Foscadores 9, Coimbra 3040-202 Portugal",,
10292777,Coimbra Stand Up Paddle,0.8878060782800828,north,Parque Verde do Choupalinho,Coimbra,Portugal,3040-255,"Parque Verde do Choupalinho, Coimbra 3040-255 Portugal",,
7156051,Igreja e Convento do Carmo,0.05915007317553486,north,Rua de Dom Augusto Eduardo Nunes,Evora,Portugal,7000-651,"Rua de Dom Augusto Eduardo Nunes Largo da Porta de Moura, Evora 7000-651 Portugal",Largo da Porta de Moura,
,,,,,,,,,,
4761892,Complexo Balnear,0.5740624532843572,north,Sao Miguel de Poiares,Vila Nova de Poiares,Portugal,3350,"Sao Miguel de Poiares, Vila Nova de Poiares 3350 Portugal",,
13557814,Complexo Desportivo de Evora,0.36905897538792987,northeast,Estrada Nacional 380 40,Evora,Portugal,7005-206,"Estrada Nacional 380 40, Evora 7005-206 Portugal",,
7234861,Ermida de Sao Bras,0.04078877691852823,east,Rossio Sao Bras,Evora,Portugal,7005-268,"Rossio Sao Bras, Evora 7005-268 Portugal",,
19701352,Parque Desportivo da Rodovia,1.1444034094939715,southwest,Avenida Joao Paulo II,Braga,Portugal,4715-615,"Avenida Joao Paulo II, Braga 4715-615 Portugal",,
456686,Jardim da Quinta das Lagrimas,0.9915779085827122,east,Rua Antonio Augusto Goncalves,Coimbra,Portugal,3040-999,"Rua Antonio Augusto Goncalves, Coimbra 3040-999 Portugal",,
19701352,Parque Desportivo da Rodovia,0.5915012112554262,southwest,Avenida Joao Paulo II,Braga,Portugal,4715-615,"Avenida Joao Paulo II, Braga 4715-615 Portugal",,
25190380,Sensispa,0.039133404421036175,northeast,Rua Padre Armando Lira,Braga,Portugal,4705-672,"Rua Padre Armando Lira 22, Braga 4705-672 Portugal",22,
4011089,Hugo Crespo - Servicos Equestres,0.8858167438484014,northwest,Quinta do Frade,Coimbra,Portugal,6300-080,"Quinta do Frade, Coimbra 6300-080 Portugal",,
17380427,Porta de Alconchel,0.05151740836241731,southeast,Rua de Serpa Pnto,Evora,Portugal,7000-531,"Rua de Serpa Pnto, Evora 7000-531 Portugal",,
13620273,Cruzeiro da Misericordia de Estremoz,0.38507120052161325,northwest,Rossio Marques de Pombal,Estremoz,Portugal,7100-020,"Rossio Marques de Pombal, Estremoz 7100-020 Portugal",,
13834818,Igreja de Nossa Senhora Auxiliadora,0.08064417625062383,west,Avenida Sao Joao Bosco 4,Evora,Portugal,7000-766,"Avenida Sao Joao Bosco 4, Evora 7000-766 Portugal",,
14180804,Argania SPA,0.14126253942069222,south,Rua Antonio Vasconcelos 75 r/c,Coimbra,Portugal,3000-054,"Rua Antonio Vasconcelos 75 r/c, Coimbra 3000-054 Portugal",,
23988378,Ciclo De Concertos De Coimbra,0.035428283453807226,south,"Rua Dom Francisco De Almeida, 14",Coimbra,Portugal,3030-382,"Rua Dom Francisco De Almeida, 14 Culturxis: Cáritas Diocesana De Coimbra, Coimbra 3030-382 Portugal",Culturxis: Cáritas Diocesana De Coimbra,
7140314,Fountain Nova (Evora),0.09279222491520288,south,Rua Diana de Liz,Evora,Portugal,7005-665,"Rua Diana de Liz, Evora 7005-665 Portugal",,
3869808,Indigo Centro de Estetica e Spa Urbano,0.3163272825729527,east,Rua Pedro Alvares Cabral 30,Coimbra,Portugal,3030-069,"Rua Pedro Alvares Cabral 30, Coimbra 3030-069 Portugal",,
6700589,Massagem Coimbra - Harmony Waves,0.0929276758468053,southeast,Rua Pero Vaz de Caminha 87,Coimbra,Portugal,3030-200,"Rua Pero Vaz de Caminha 87, Coimbra 3030-200 Portugal",,
,,,,,,,,,,
23654441,Glam Caffe,0.2943620590781193,southwest,Rua Americo Diniz 111 Casas Novas,Coimbra,Portugal,3045-138,"Rua Americo Diniz 111 Casas Novas, Coimbra 3045-138 Portugal",,
8533184,E.tour Bike Rental,0.28203101510615014,southwest,Coimbra Inovacao Parque,Coimbra,Portugal,3045-600,"Coimbra Inovacao Parque, Coimbra 3045-600 Portugal",,
24902330,Estatua De Nossa Senhora Da Imaculada Conceicao,1.1642065055875392,southwest,Avenida Nossa Senhora do Sameiro,Braga,Portugal,4715-616,"Avenida Nossa Senhora do Sameiro, Braga 4715-616 Portugal",,
19701352,Parque Desportivo da Rodovia,0.40829903801137835,southwest,Avenida Joao Paulo II,Braga,Portugal,4715-615,"Avenida Joao Paulo II, Braga 4715-615 Portugal",,
19240895,Picoto Adventure Park,0.31579016149574035,west,Rua Joao Evangelista Vieira,Braga,Portugal,4715-121,"Rua Joao Evangelista Vieira, Braga 4715-121 Portugal",,
18950045,Enigma 56 – Coimbra Escape Rooms,0.10195570142499027,north,Rua da Sofia,Coimbra,Portugal,3000-389,"Rua da Sofia Nº 56, Coimbra 3000-389 Portugal",Nº 56,
14180804,Argania SPA,0.17814146701239225,west,Rua Antonio Vasconcelos 75 r/c,Coimbra,Portugal,3000-054,"Rua Antonio Vasconcelos 75 r/c, Coimbra 3000-054 Portugal",,
24898818,Capela De Sao Joao Da Ponte,0.9709133859787349,north,Largo Sao Joao Da Ponte - Sao Jose De Sao Lazaro,Braga,Portugal,4715-049,"Largo Sao Joao Da Ponte - Sao Jose De Sao Lazaro, Braga 4715-049 Portugal",,
4064581,Parque de Santa Cruz,0.34493868286107454,southwest,BR Sousa Pinto,Coimbra,Portugal,3000-393,"BR Sousa Pinto, Coimbra 3000-393 Portugal",,
10260667,Convento de Santo Antonio Church,0.5436736265743648,north,Largo de Santo Antonio,Aveiro,Portugal,3810-169,"Largo de Santo Antonio, Aveiro 3810-169 Portugal",,
,,,,,,,,,,
11629534,Solve & Escape,0.7519261730428203,west,Rua Magalhaes Serrao 1,Aveiro,Portugal,3810-130,"Rua Magalhaes Serrao 1, Aveiro 3810-130 Portugal",,
25190448,SensiSpa,0.16281478987488704,northwest,"Rua Padre Armando Lira, n. 22, Fr F",Braga,Portugal,4705-672,"Rua Padre Armando Lira, n. 22, Fr F, Braga 4705-672 Portugal",,
15202848,Lux Yang Therapy,0.6710264352601186,southeast,Rua Irma Lucia 24,Coimbra,Portugal,3030-491,"Rua Irma Lucia 24 Loja 20G, Coimbra 3030-491 Portugal",Loja 20G,
17351698,EPICWAVE,0.13618335626439684,south,Rua Maria Vitoria Bourbon Bobone 6,Coimbra,Portugal,3030-502,"Rua Maria Vitoria Bourbon Bobone 6, Coimbra 3030-502 Portugal",,
8761597,Bowling House Fun & Coffee,0.25901385619449685,northeast,Rua do Feital,Braga,Portugal,4700-154,"Rua do Feital Lote 37, 38A, Braga 4700-154 Portugal","Lote 37, 38A",
8533184,E.tour Bike Rental,0.7893120955365674,north,Coimbra Inovacao Parque,Coimbra,Portugal,3045-600,"Coimbra Inovacao Parque, Coimbra 3045-600 Portugal",,
11672625,Tours Evora Genuina,0.3378919548724366,southeast,,Evora,Portugal,7005-420,Evora 7005-420 Portugal,,
13568582,Edificio da Rua de Santa Maria,0.014882045334450677,northwest,Rua de Santa Maria 39,Evora,Portugal,7000-592,"Rua de Santa Maria 39, Evora 7000-592 Portugal",,
14160424,Fontes dos Lagrimas,0.20319329485567555,east,R. Carlos Alberto Pinto de Abreu,Coimbra,Portugal,,"R. Carlos Alberto Pinto de Abreu, Coimbra Portugal",,
2339923,House of Coimbra,0.33670097140835414,west,Off Santa Cruz No. 506,Braga,Portugal,4710-326,"Off Santa Cruz No. 506, Braga 4710-326 Portugal",,
10137020,Vintage Gin Club,0.061503154386226194,south,Avenida Sa da Bandeira 67,Coimbra,Portugal,3000-351,"Avenida Sa da Bandeira 67, Coimbra 3000-351 Portugal",,
1954850,Bom Jesus Funicular,0.4427520065595959,west,Parque do Bom Jesus,Braga,Portugal,4715-056,"Parque do Bom Jesus, Braga 4715-056 Portugal",,
7140110,Ermida de Sao Miguel,0.2856943575953327,west,Patio de Sao Miguel,Evora,Portugal,7000-812,"Patio de Sao Miguel, Evora 7000-812 Portugal",,
14180804,Argania SPA,0.26723416549862694,south,Rua Antonio Vasconcelos 75 r/c,Coimbra,Portugal,3000-054,"Rua Antonio Vasconcelos 75 r/c, Coimbra 3000-054 Portugal",,
12295163,Zero Emissions Tours,0.44627661458822065,south,,Coimbra,Portugal,,Coimbra Portugal,,
21221304,Simaris,0.3131171036313849,north,Estrada de Taboeira,Aveiro,Portugal,3800-043,"Estrada de Taboeira, Aveiro 3800-043 Portugal",,
19261527,Escadas do Quinchorro,0.9502125008418404,east,R. dos Foscadores 9,Coimbra,Portugal,3040-202,"R. dos Foscadores 9, Coimbra 3040-202 Portugal",,
7139653,Igreja e Convento de Nossa Senhora dos Remedios,0.127481393245398,east,Avenida de Sao Sebastiao,Evora,Portugal,7000-767,"Avenida de Sao Sebastiao, Evora 7000-767 Portugal",,
15607032,Cais da Ribeira de Esgueira,0.44997546983762554,north,Rua de Santa Luzia 55,Aveiro,Portugal,3800-336,"Rua de Santa Luzia 55, Aveiro 3800-336 Portugal",,
4011089,Hugo Crespo - Servicos Equestres,0.9810028596675213,northwest,Quinta do Frade,Coimbra,Portugal,6300-080,"Quinta do Frade, Coimbra 6300-080 Portugal",,
8533184,E.tour Bike Rental,0.5134660026934075,north,Coimbra Inovacao Parque,Coimbra,Portugal,3045-600,"Coimbra Inovacao Parque, Coimbra 3045-600 Portugal",,
25272235,Crossfit Supremus,1.1671662476712812,northeast,Braga N 211 Rua de Caires 300,Braga,Portugal,4704-519,"Braga N 211 Rua de Caires 300, Braga 4704-519 Portugal",,
7789442,Museu PIO XII,0.19503144302054123,northeast,Largo de Sao Tiago 47,Braga,Portugal,4700-039,"Largo de Sao Tiago 47 Largo de Santiago, 47, Braga 4700-039 Portugal","Largo de Santiago, 47",
15038183,Feijao Verde Fun Park,0.1397384782747286,southwest,Rua Manuel Madeira n0 9,Coimbra,Portugal,3025-999,"Rua Manuel Madeira n0 9, Coimbra 3025-999 Portugal",,
12928798,Vipbus,0.5439923582346502,west,,Coimbra,Portugal,,Coimbra Portugal,,
13630870,Departamento de Arquitectura e Artes Visuais da UE,0.7929104978899313,south,N18 36,Evora,Portugal,7005-005,"N18 36, Evora 7005-005 Portugal",,
24147884,Pilots World,0.26049768697234105,north,Rua Teofilo Braga 76,Figueiro dos Vinhos,Portugal,3260-407,"Rua Teofilo Braga 76, Figueiro dos Vinhos 3260-407 Portugal",,
2092327,SWIG tours Aveiro,0.4652801583884235,northwest,Voltec Lda Zona Industrial da Taboeira,Aveiro,Portugal,3800-055,"Voltec Lda Zona Industrial da Taboeira, Aveiro 3800-055 Portugal",,
23386349,TrueNorth Experience,0.394740677352928,east,Rua Jose Antonio Cruz 181,Braga,Portugal,4715-343,"Rua Jose Antonio Cruz 181, Braga 4715-343 Portugal",,
8533184,E.tour Bike Rental,0.3581160057570763,west,Coimbra Inovacao Parque,Coimbra,Portugal,3045-600,"Coimbra Inovacao Parque, Coimbra 3045-600 Portugal",,
14891851,Praca Humberto Delgado,0.5262442753693126,northwest,Praca Humberto Delgado,Aveiro,Portugal,3810-270,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",,
4037743,Sete Fontes,0.9117313744873563,east,Lugar das Sete Fontes,Braga,Portugal,4715-165,"Lugar das Sete Fontes Sao Victor, Braga 4715-165 Portugal",Sao Victor,
3869838,Capela de Sao Frutuoso de Montelios,0.26506798955055727,northeast,,Braga,Portugal,4700-303,"Caminho da Ordem, Núcleo Museológico da Capela de S. Frutuoso, Braga 4700-303 Portugal","Caminho da Ordem, Núcleo Museológico da Capela de S. Frutuoso",
8846739,Deeplyzen Day Spa,0.17310726113737823,west,Avenida Dom Joao II,Braga,Portugal,4715-275,"Avenida Dom Joao II Edificio do Pólo de Negócios de Braga - Loja 386, Braga 4715-275 Portugal",Edificio do Pólo de Negócios de Braga - Loja 386,
25190448,SensiSpa,0.6406464633920379,north,"Rua Padre Armando Lira, n. 22, Fr F",Braga,Portugal,4705-672,"Rua Padre Armando Lira, n. 22, Fr F, Braga 4705-672 Portugal",,
11621581,Carmo Church,0.25635630844220425,south,Rua do Carmo 16,Aveiro,Portugal,3800-127,"Rua do Carmo 16 Vera Cruz, Aveiro 3800-127 Portugal",Vera Cruz,
23341679,Estacao Ferroviaria De Coimbra,0.6626999719991427,west,Largo das Ameias,Coimbra,Portugal,3000-024,"Largo das Ameias, Coimbra 3000-024 Portugal",,
20999967,Memories Night Club,0.31893723498935533,northeast,Travessa do Monte do Paco 56,Esgueira,Portugal,3800-036,"Travessa do Monte do Paco 56, Esgueira 3800-036 Portugal",,
23285801,Loyal Collect a Car,0.5740858698379063,northwest,Rua Chafariz Del Rei N33,Evora,Portugal,7005-323,"Rua Chafariz Del Rei N33, Evora 7005-323 Portugal",,
19261527,Escadas do Quinchorro,0.759870230846352,east,R. dos Foscadores 9,Coimbra,Portugal,3040-202,"R. dos Foscadores 9, Coimbra 3040-202 Portugal",,
4011089,Hugo Crespo - Servicos Equestres,1.1840696869422251,northwest,Quinta do Frade,Coimbra,Portugal,6300-080,"Quinta do Frade, Coimbra 6300-080 Portugal",,
23654441,Glam Caffe,0.9120104973801555,northwest,Rua Americo Diniz 111 Casas Novas,Coimbra,Portugal,3045-138,"Rua Americo Diniz 111 Casas Novas, Coimbra 3045-138 Portugal",,
13620273,Cruzeiro da Misericordia de Estremoz,0.48885715164795585,west,Rossio Marques de Pombal,Estremoz,Portugal,7100-020,"Rossio Marques de Pombal, Estremoz 7100-020 Portugal",,
23386349,TrueNorth Experience,0.5356226483898676,east,Rua Jose Antonio Cruz 181,Braga,Portugal,4715-343,"Rua Jose Antonio Cruz 181, Braga 4715-343 Portugal",,
6631158,Quinta Cova da Raposa,0.2061667842116374,northwest,Rua do Monte de Baixo,Braga,Portugal,4710-070,"Rua do Monte de Baixo Gualtar, Braga 4710-070 Portugal",Gualtar,
13821914,Porta do Raimundo,0.05910821953745113,west,Rua do Raimundo,Evora,Portugal,7000-500,"Rua do Raimundo, Evora 7000-500 Portugal",,
11621581,Carmo Church,0.16397694283599706,south,Rua do Carmo 16,Aveiro,Portugal,3800-127,"Rua do Carmo 16 Vera Cruz, Aveiro 3800-127 Portugal",Vera Cruz,
20158682,Joy4fun,0.0995340885606947,northwest,Rua Luis Antonio Correia,Braga,Portugal,4715-310,"Rua Luis Antonio Correia, Braga 4715-310 Portugal",,
13557814,Complexo Desportivo de Evora,0.41646741119144665,northwest,Estrada Nacional 380 40,Evora,Portugal,7005-206,"Estrada Nacional 380 40, Evora 7005-206 Portugal",,
25190448,SensiSpa,0.5918225240194548,north,"Rua Padre Armando Lira, n. 22, Fr F",Braga,Portugal,4705-672,"Rua Padre Armando Lira, n. 22, Fr F, Braga 4705-672 Portugal",,
9581618,Chronospaper Store,0.03409803201503069,north,"Adelino Veiga, n0 51 r/c",Coimbra,Portugal,3000-180,"Adelino Veiga, n0 51 r/c, Coimbra 3000-180 Portugal",,
19701352,Parque Desportivo da Rodovia,0.519902300481794,west,Avenida Joao Paulo II,Braga,Portugal,4715-615,"Avenida Joao Paulo II, Braga 4715-615 Portugal",,
8533184,E.tour Bike Rental,0.9428189521586624,north,Coimbra Inovacao Parque,Coimbra,Portugal,3045-600,"Coimbra Inovacao Parque, Coimbra 3045-600 Portugal",,
7140169,Porta de Avis (Evora),0.8536406093390858,south,R. de Aviz 186A,Evora,Portugal,7005-869,"R. de Aviz 186A, Evora 7005-869 Portugal",,
9594348,Feitoria do Cacao,0.6837934835217693,west,"EN335, Rua Direita Armazem Lote 5",Aveiro,Portugal,3810-003,"EN335, Rua Direita Armazem Lote 5 Salgueiro - Soza, Aveiro 3810-003 Portugal",Salgueiro - Soza,
10462108,Balonissimo,0.4745549152052859,south,,Evora,Portugal,7000-019,Evora 7000-019 Portugal,,
13592636,Largo dos Mercadores - Fonte,0.009405800227365218,northeast,Rua dos Mercadores,Evora,Portugal,7000-505,"Rua dos Mercadores, Evora 7000-505 Portugal",,
21327462,Espirito de Liberdade,0.9776872452034279,north,Rua Nova do Sobreiro,Coimbra,Portugal,3030-078,"Rua Nova do Sobreiro, Coimbra 3030-078 Portugal",,
3874056,Observatorio Geofisico e Astronomico,0.7863693680796601,east,Rua do Observatorio S/N,Coimbra,Portugal,3040-004,"Rua do Observatorio S/N, Coimbra 3040-004 Portugal",,
14891851,Praca Humberto Delgado,0.3818818666636381,northwest,Praca Humberto Delgado,Aveiro,Portugal,3810-270,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",,
15668867,Monumento em Homenagem ao Papa Joao Paulo II,0.044678605033843556,west,Rua Alexandre Herculano 37,Coimbra,Portugal,3000-019,"Rua Alexandre Herculano 37, Coimbra 3000-019 Portugal",,
10462108,Balonissimo,0.6510292426497084,south,,Evora,Portugal,7000-019,Evora 7000-019 Portugal,,
7140314,Fountain Nova (Evora),0.34504366363305033,north,Rua Diana de Liz,Evora,Portugal,7005-665,"Rua Diana de Liz, Evora 7005-665 Portugal",,
,,,,,,,,,,
24972303,Sergent Major Aveiro,0.018928314463526108,south,Rua Conselheiro Luis Magalhaes 9-13,Aveiro,Portugal,3800-137,"Rua Conselheiro Luis Magalhaes 9-13 Praça Do Monumento Aos Mortos Da Grande Guerra, Aveiro 3800-137 Portugal",Praça Do Monumento Aos Mortos Da Grande Guerra,
19261527,Escadas do Quinchorro,1.1360139093026962,northeast,R. dos Foscadores 9,Coimbra,Portugal,3040-202,"R. dos Foscadores 9, Coimbra 3040-202 Portugal",,
,,,,,,,,,,
10462108,Balonissimo,0.9401428845725497,south,,Evora,Portugal,7000-019,Evora 7000-019 Portugal,,
24898818,Capela De Sao Joao Da Ponte,0.8473935364158163,north,Largo Sao Joao Da Ponte - Sao Jose De Sao Lazaro,Braga,Portugal,4715-049,"Largo Sao Joao Da Ponte - Sao Jose De Sao Lazaro, Braga 4715-049 Portugal",,
25181717,Garrafeira Baga,0.04551749197382841,north,Rua Simoes de Castro N 169,Coimbra,Portugal,3000-388,"Rua Simoes de Castro N 169, Coimbra 3000-388 Portugal",,
13551548,Ecopista de Evora - Ramal de Mora,0.47463469959726595,west,Chafariz d'El Rei,Evora,Portugal,7005-323,"Chafariz d'El Rei, Evora 7005-323 Portugal",,
17541196,Goncalo Lopes Walking Tour,0.17862713997711988,east,Largo Porta Ferrea,Coimbra,Portugal,3000-447,"Largo Porta Ferrea, Coimbra 3000-447 Portugal",,
11896677,Centro comercial Nova Arcada,1.0959588050990376,northeast,Av de 100 Uniao de freguesias,Braga,Portugal,4715-165,"Av de 100 Uniao de freguesias, Braga 4715-165 Portugal",,
12928798,Vipbus,0.16557632922745347,west,,Coimbra,Portugal,,Coimbra Portugal,,
20999967,Memories Night Club,0.048476089411139754,southwest,Travessa do Monte do Paco 56,Esgueira,Portugal,3800-036,"Travessa do Monte do Paco 56, Esgueira 3800-036 Portugal",,
24147884,Pilots World,0.2375154886894641,north,Rua Teofilo Braga 76,Figueiro dos Vinhos,Portugal,3260-407,"Rua Teofilo Braga 76, Figueiro dos Vinhos 3260-407 Portugal",,
23653711,Bom Jesus Do Monte,0.4299397541127495,southeast,Estrada do Bom Jesus,Braga,Portugal,4715-297,"Estrada do Bom Jesus, Braga 4715-297 Portugal",,
23643883,Estatua Jose Salgado,0.02097164209510001,northeast,R. Eca De Queiros S/n,Braga,Portugal,4700-310,"R. Eca De Queiros S/n, Braga 4700-310 Portugal",,
24147884,Pilots World,0.20799021459930195,north,Rua Teofilo Braga 76,Figueiro dos Vinhos,Portugal,3260-407,"Rua Teofilo Braga 76, Figueiro dos Vinhos 3260-407 Portugal",,
23545742,Picapeixe,0.7399664261677559,east,Cais da Ribeira da Aldeia,Aveiro,Portugal,3860-544,"Cais da Ribeira da Aldeia, Aveiro 3860-544 Portugal",,
25270686,Supremus Crossbox,1.1850938239335418,northeast,R. de Caires N211,Braga,Portugal,4700-206,"R. de Caires N211, Braga 4700-206 Portugal",,
7156051,Igreja e Convento do Carmo,0.08585808273285854,northeast,Rua de Dom Augusto Eduardo Nunes,Evora,Portugal,7000-651,"Rua de Dom Augusto Eduardo Nunes Largo da Porta de Moura, Evora 7000-651 Portugal",Largo da Porta de Moura,
9594348,Feitoria do Cacao,0.9077142952878787,west,"EN335, Rua Direita Armazem Lote 5",Aveiro,Portugal,3810-003,"EN335, Rua Direita Armazem Lote 5 Salgueiro - Soza, Aveiro 3810-003 Portugal",Salgueiro - Soza,
4101142,Eco Trilha,0.3425619406235324,east,,Braga,Portugal,4700-437,Braga 4700-437 Portugal,,
4559521,Estadio Municipal de Braga,0.536167579761532,east,Rue de Montecastro,Braga,Portugal,4700-087,"Rue de Montecastro, Braga 4700-087 Portugal",,
10091681,By Heart,0.08274469370707761,southwest,Rua de Sao Vicente 55,Braga,Portugal,4710-312,"Rua de Sao Vicente 55, Braga 4710-312 Portugal",,
3874056,Observatorio Geofisico e Astronomico,0.6727088220407921,northeast,Rua do Observatorio S/N,Coimbra,Portugal,3040-004,"Rua do Observatorio S/N, Coimbra 3040-004 Portugal",,
6117134,Mercado Municipal D. Pedro V,0.12487705353205027,south,Rua Nicolau Rui Fernandes,Coimbra,Portugal,3000-303,"Rua Nicolau Rui Fernandes, Coimbra 3000-303 Portugal",,
23341679,Estacao Ferroviaria De Coimbra,0.8596899091122052,northwest,Largo das Ameias,Coimbra,Portugal,3000-024,"Largo das Ameias, Coimbra 3000-024 Portugal",,
6700589,Massagem Coimbra - Harmony Waves,0.15364292530560278,southeast,Rua Pero Vaz de Caminha 87,Coimbra,Portugal,3030-200,"Rua Pero Vaz de Caminha 87, Coimbra 3030-200 Portugal",,
25190380,Sensispa,0.40400527695284744,north,Rua Padre Armando Lira,Braga,Portugal,4705-672,"Rua Padre Armando Lira 22, Braga 4705-672 Portugal",22,
11629534,Solve & Escape,0.7682072355580368,north,Rua Magalhaes Serrao 1,Aveiro,Portugal,3810-130,"Rua Magalhaes Serrao 1, Aveiro 3810-130 Portugal",,
14091458,Luxor Lounge,0.011297690938639342,northwest,Rua de S. Martinho 13,Aveiro,Portugal,,"Rua de S. Martinho 13, Aveiro Portugal",,
11629534,Solve & Escape,0.8635013603406477,northwest,Rua Magalhaes Serrao 1,Aveiro,Portugal,3810-130,"Rua Magalhaes Serrao 1, Aveiro 3810-130 Portugal",,
7140044,Igreja do Senhor Jesus da Pobreza,0.05117425758663999,southeast,Largo do Senhor da Pobreza,Evora,Portugal,7000-811,"Largo do Senhor da Pobreza, Evora 7000-811 Portugal",,
6966446,Estadio Municipal de Aveiro,0.15780370996037,east,Rua Condessa de Taboeira,Aveiro,Portugal,3804-508,"Rua Condessa de Taboeira, Aveiro 3804-508 Portugal",,
9594348,Feitoria do Cacao,0.5132139490319645,west,"EN335, Rua Direita Armazem Lote 5",Aveiro,Portugal,3810-003,"EN335, Rua Direita Armazem Lote 5 Salgueiro - Soza, Aveiro 3810-003 Portugal",Salgueiro - Soza,
19701352,Parque Desportivo da Rodovia,1.097789925007209,southwest,Avenida Joao Paulo II,Braga,Portugal,4715-615,"Avenida Joao Paulo II, Braga 4715-615 Portugal",,
15683522,Estatua a Maria da Fonte,0.06202355963341452,southeast,Largo da Fonte Nova,Aveiro,Portugal,3800-033,"Largo da Fonte Nova, Aveiro 3800-033 Portugal",,
16845862,Torre de Santiago ou do Colegio,0.5114952933545268,north,Largo de Santiago,Braga,Portugal,4704-501,"Largo de Santiago, Braga 4704-501 Portugal",,
9766480,Minho Center,0.5466838220001431,northwest,Av. Robert Smith,Braga,Portugal,4700,"Av. Robert Smith Fraião, Braga 4700 Portugal",Fraião,
11896677,Centro comercial Nova Arcada,0.6325537960118921,north,Av de 100 Uniao de freguesias,Braga,Portugal,4715-165,"Av de 100 Uniao de freguesias, Braga 4715-165 Portugal",,
23508371,Percursos Do Centro,0.2622617010001506,west,Av. Fernando Namora,Coimbra,Portugal,,"Av. Fernando Namora, Coimbra Portugal",,
23331836,houseandgifts,0.34946096069808125,west,Av Elisio De Moura 85 - Loja 15,Coimbra,Portugal,3030-183,"Av Elisio De Moura 85 - Loja 15 Centro Comercial Atrium Solum, Coimbra 3030-183 Portugal",Centro Comercial Atrium Solum,
15038183,Feijao Verde Fun Park,0.30654208169571856,northwest,Rua Manuel Madeira n0 9,Coimbra,Portugal,3025-999,"Rua Manuel Madeira n0 9, Coimbra 3025-999 Portugal",,
19378470,Primark,0.2259219568971411,south,C. C. Braga Parque,Braga,Portugal,4710-427,"C. C. Braga Parque Quinta dos Congregados, Braga 4710-427 Portugal",Quinta dos Congregados,
23484406,Statue of Reverend Father Jose Vieira Pereira,0.5136084740834979,northeast,R. da Igreja Nova,Canical,Portugal,9200,"R. da Igreja Nova, Canical, Madeira 9200 Portugal",,Madeira
16843797,Fonte da Audicao,0.11512113512175211,west,Monte do Bom Jesus 4715-056,Braga,Portugal,4715-297,"Monte do Bom Jesus 4715-056, Braga 4715-297 Portugal",,
10200835,Balneario Pre-Romano de Bracara,1.345100865238826,northeast,Rua Nova da Estacao,Braga,Portugal,4700-223,"Rua Nova da Estacao, Braga 4700-223 Portugal",,
15683342,"Massagens Braga -Fisioterapia, Osteopatia",0.29277216006877566,south,"Rua Araujo Caranda,22",Braga,Portugal,4715-005,"Rua Araujo Caranda,22, Braga 4715-005 Portugal",,
15683555,Ponte dos Carcavelos,0.08746182953021649,north,Canal de S. Roque,Aveiro,Portugal,3800-257,"Canal de S. Roque, Aveiro 3800-257 Portugal",,
21221304,Simaris,0.6228607644004025,north,Estrada de Taboeira,Aveiro,Portugal,3800-043,"Estrada de Taboeira, Aveiro 3800-043 Portugal",,
10256940,Secret Bunker Coimbra,1.045440449888654,southwest,Rua do Correio 33,Coimbra,Portugal,3030-861,"Rua do Correio 33 1st floor Ceira, Coimbra 3030-861 Portugal",1st floor Ceira,
