location_id,name,distance,bearing,address_obj.street1,address_obj.city,address_obj.country,address_obj.postalcode,address_obj.address_string,address_obj.street2,address_obj.state
15238097,Skydive Porto,0.6406962128049881,north,"Rua do Carregal, 62",Braga,Portugal,4700-154,"Rua do Carregal, 62 Palmeira, Braga 4700-154 Portugal",Palmeira,
23341679,Estacao Ferroviaria De Coimbra,0.9656840253078304,northwest,Largo das Ameias,Coimbra,Portugal,3000-024,"Largo das Ameias, Coimbra 3000-024 Portugal",,
13273547,Bracara Wine,0.2871034911842608,north,Rua da Cruz de Pedra 96,Braga,Portugal,4700-219,"Rua da Cruz de Pedra 96 Centro Comercial Cruz de Pedra, Loja 50, Braga 4700-219 Portugal","Centro Comercial Cruz de Pedra, Loja 50",
7140311,Chafariz das Bravas,0.19415890839149674,east,Avenida Tulio Espanca,Evora,Portugal,7000-768,"Avenida Tulio Espanca, Evora 7000-768 Portugal",,
3874056,Observatorio Geofisico e Astronomico,0.723421484849483,northeast,Rua do Observatorio S/N,Coimbra,Portugal,3040-004,"Rua do Observatorio S/N, Coimbra 3040-004 Portugal",,
13551548,Ecopista de Evora - Ramal de Mora,0.4334559725135643,west,Chafariz d'El Rei,Evora,Portugal,7005-323,"Chafariz d'El Rei, Evora 7005-323 Portugal",,
456686,Jardim da Quinta das Lagrimas,0.5740502317519178,east,Rua Antonio Augusto Goncalves,Coimbra,Portugal,3040-999,"Rua Antonio Augusto Goncalves, Coimbra 3040-999 Portugal",,
9766480,Minho Center,0.4962148954620068,northwest,Av. Robert Smith,Braga,Portugal,4700,"Av. Robert Smith Fraião, Braga 4700 Portugal",Fraião,
8469801,Puzzle Room Evora,0.049763212898633585,southeast,Rua dos Caldeireiros 9A,Evora,Portugal,7000-529,"Rua dos Caldeireiros 9A, Evora 7000-529 Portugal",,
13620292,Convento dos Congregados,0.20761673699184494,southwest,Rossio Marques de Pombal,Estremoz,Portugal,7100-020,"Rossio Marques de Pombal, Estremoz 7100-020 Portugal",,
456686,Jardim da Quinta das Lagrimas,0.7768769552554733,east,Rua Antonio Augusto Goncalves,Coimbra,Portugal,3040-999,"Rua Antonio Augusto Goncalves, Coimbra 3040-999 Portugal",,
23341679,Estacao Ferroviaria De Coimbra,1.2105666502315644,northeast,Largo das Ameias,Coimbra,Portugal,3000-024,"Largo das Ameias, Coimbra 3000-024 Portugal",,
21221304,Simaris,0.2483814116085042,northeast,Estrada de Taboeira,Aveiro,Portugal,3800-043,"Estrada de Taboeira, Aveiro 3800-043 Portugal",,
13498195,Clube Tenis Braga,0.20230232762965872,southeast,Rua Candido Oliveira 80,Braga,Portugal,,"Rua Candido Oliveira 80, Braga Portugal",,
14891851,Praca Humberto Delgado,0.04302916010100363,west,Praca Humberto Delgado,Aveiro,Portugal,3810-270,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",,
15038183,Feijao Verde Fun Park,0.6761362313642532,west,Rua Manuel Madeira n0 9,Coimbra,Portugal,3025-999,"Rua Manuel Madeira n0 9, Coimbra 3025-999 Portugal",,
13124988,Just Be,0.8529697076647684,east,Avenida Sao Sebastiao 9,Evora,Portugal,7000-767,"Avenida Sao Sebastiao 9, Evora 7000-767 Portugal",,
4011089,Hugo Crespo - Servicos Equestres,1.016366269125154,south,Quinta do Frade,Coimbra,Portugal,6300-080,"Quinta do Frade, Coimbra 6300-080 Portugal",,
15668831,Tricana de Coimbra,0.37667048397237574,southeast,R. de Quebra Costas 50-56,Coimbra,Portugal,3000-340,"R. de Quebra Costas 50-56, Coimbra 3000-340 Portugal",,
14891851,Praca Humberto Delgado,0.5981238628209288,north,Praca Humberto Delgado,Aveiro,Portugal,3810-270,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",,
11621581,Carmo Church,0.19914997990667244,southwest,Rua do Carmo 16,Aveiro,Portugal,3800-127,"Rua do Carmo 16 Vera Cruz, Aveiro 3800-127 Portugal",Vera Cruz,
8533184,E.tour Bike Rental,0.7203067841610322,south,Coimbra Inovacao Parque,Coimbra,Portugal,3045-600,"Coimbra Inovacao Parque, Coimbra 3045-600 Portugal",,
6582710,Capela de Sao Miguel,0.04970445686314356,east,R. Dr. Guilherme Moreira 10,Coimbra,Portugal,3000-210,"R. Dr. Guilherme Moreira 10, Coimbra 3000-210 Portugal",,
13498195,Clube Tenis Braga,0.8779862337658969,west,Rua Candido Oliveira 80,Braga,Portugal,,"Rua Candido Oliveira 80, Braga Portugal",,
19840155,Backcountry Evora Tourism Tours,0.1673582783508189,north,Rua Diana de Liz 67 10 Esq.,Evora,Portugal,7005-413,"Rua Diana de Liz 67 10 Esq. Évora Historic Center, Evora 7005-413 Portugal",Évora Historic Center,
14180804,Argania SPA,0.14787924925390522,south,Rua Antonio Vasconcelos 75 r/c,Coimbra,Portugal,3000-054,"Rua Antonio Vasconcelos 75 r/c, Coimbra 3000-054 Portugal",,
4761892,Complexo Balnear,0.8194653804766298,north,Sao Miguel de Poiares,Vila Nova de Poiares,Portugal,3350,"Sao Miguel de Poiares, Vila Nova de Poiares 3350 Portugal",,
10064420,Agitours,0.5583126717469906,south,Rua Luis de Camoes n064,Agueda,Portugal,3750-159,"Rua Luis de Camoes n064, Agueda 3750-159 Portugal",,
15042321,Feijao Verde Fun Park,0.9340265236651863,north,"Estrada de Sao Bernardo, Armazem C",Aveiro,Portugal,3810-075,"Estrada de Sao Bernardo, Armazem C, Aveiro 3810-075 Portugal",,
13498195,Clube Tenis Braga,0.391033187300777,northeast,Rua Candido Oliveira 80,Braga,Portugal,,"Rua Candido Oliveira 80, Braga Portugal",,
13620292,Convento dos Congregados,0.409048184373062,south,Rossio Marques de Pombal,Estremoz,Portugal,7100-020,"Rossio Marques de Pombal, Estremoz 7100-020 Portugal",,
17568170,Geres Adventure,0.7767907324163518,south,Avenida das Pontes N 446,Rio Caldo,Portugal,4845-024,"Avenida das Pontes N 446, Rio Caldo 4845-024 Portugal",,
13568667,Edificio do Lar de Nossa Senhora da Visitacao,0.02912504924376844,northeast,Rua de Mendo Estevens 60,Evora,Portugal,7000-865,"Rua de Mendo Estevens 60, Evora 7000-865 Portugal",,
17380427,Porta de Alconchel,0.06509091563987986,south,Rua de Serpa Pnto,Evora,Portugal,7000-531,"Rua de Serpa Pnto, Evora 7000-531 Portugal",,
17568170,Geres Adventure,0.6883029556550794,southwest,Avenida das Pontes N 446,Rio Caldo,Portugal,4845-024,"Avenida das Pontes N 446, Rio Caldo 4845-024 Portugal",,
7085420,Aveiro Walk Around,0.20967589994675814,east,Rua Doutor Lourenco Peixinho,Aveiro,Portugal,3800-043,"Rua Doutor Lourenco Peixinho, Aveiro 3800-043 Portugal",,
16648757,VR Lounge,0.3435638557139251,south,Rua Doutor Mario Sacramento N0 26,Aveiro,Portugal,3810-102,"Rua Doutor Mario Sacramento N0 26 Colombo II Building, Aveiro 3810-102 Portugal",Colombo II Building,
12412710,PortugalTripsandTours,0.06587461099654075,northeast,,Braga,Portugal,4700,Braga 4700 Portugal,,
21221304,Simaris,0.6929290602316018,east,Estrada de Taboeira,Aveiro,Portugal,3800-043,"Estrada de Taboeira, Aveiro 3800-043 Portugal",,
23653711,Bom Jesus Do Monte,0.03562104794558481,southwest,Estrada do Bom Jesus,Braga,Portugal,4715-297,"Estrada do Bom Jesus, Braga 4715-297 Portugal",,
10462108,Balonissimo,0.7567408172575639,south,,Evora,Portugal,7000-019,Evora 7000-019 Portugal,,
21345619,Ponte Edgar Cardoso,0.03656341022170288,east,Estrada Nacional 109,Figueira da Foz,Portugal,3080-026,"Estrada Nacional 109, Figueira da Foz 3080-026 Portugal",,
13821914,Porta do Raimundo,0.0170774398798783,west,Rua do Raimundo,Evora,Portugal,7000-500,"Rua do Raimundo, Evora 7000-500 Portugal",,
3189278,O Pioneiro do Mondego,0.6391694688989293,west,,Coimbra,Portugal,,Coimbra Portugal,,
4064581,Parque de Santa Cruz,0.4373129024804407,south,BR Sousa Pinto,Coimbra,Portugal,3000-393,"BR Sousa Pinto, Coimbra 3000-393 Portugal",,
23654441,Glam Caffe,0.35102604771483253,west,Rua Americo Diniz 111 Casas Novas,Coimbra,Portugal,3045-138,"Rua Americo Diniz 111 Casas Novas, Coimbra 3045-138 Portugal",,
19701352,Parque Desportivo da Rodovia,0.9230621916167833,west,Avenida Joao Paulo II,Braga,Portugal,4715-615,"Avenida Joao Paulo II, Braga 4715-615 Portugal",,
8604465,Monumento ao Sagrado Coracao de Jesus,0.18857829613905214,southeast,Rua de Camoes 133,Braga,Portugal,4710-362,"Rua de Camoes 133, Braga 4710-362 Portugal",,
7138878,Convent of Calvario (Evora),0.4544598177673579,east,Rua Candido dos Reis,Evora,Portugal,7000-582,"Rua Candido dos Reis, Evora 7000-582 Portugal",,
13557814,Complexo Desportivo de Evora,0.6158809710045003,northeast,Estrada Nacional 380 40,Evora,Portugal,7005-206,"Estrada Nacional 380 40, Evora 7005-206 Portugal",,
13498195,Clube Tenis Braga,0.2098972516198956,north,Rua Candido Oliveira 80,Braga,Portugal,,"Rua Candido Oliveira 80, Braga Portugal",,
20207765,Coimbra' Singular,1.182542144242941,southeast,Rua Alto da Mainca,Coimbra,Portugal,3020-255,"Rua Alto da Mainca 75, Coimbra 3020-255 Portugal",75,
25190380,Sensispa,0.20789147730940186,north,Rua Padre Armando Lira,Braga,Portugal,4705-672,"Rua Padre Armando Lira 22, Braga 4705-672 Portugal",22,
25270686,Supremus Crossbox,0.6849754472214521,east,R. de Caires N211,Braga,Portugal,4700-206,"R. de Caires N211, Braga 4700-206 Portugal",,
2149158,Rota dos Vinhos do Alentejo,0.8272864360299127,east,Praca Joaquim Antonio de Aguiar 20,Evora,Portugal,7000-510,"Praca Joaquim Antonio de Aguiar 20, Evora 7000-510 Portugal",,
8533184,E.tour Bike Rental,1.0397805761662062,southeast,Coimbra Inovacao Parque,Coimbra,Portugal,3045-600,"Coimbra Inovacao Parque, Coimbra 3045-600 Portugal",,
6589682,Madomis Tours,0.3083836487670738,west,,Coimbra,Portugal,3030-030,Coimbra 3030-030 Portugal,,
19261527,Escadas do Quinchorro,0.7282625328498961,southeast,R. dos Foscadores 9,Coimbra,Portugal,3040-202,"R. dos Foscadores 9, Coimbra 3040-202 Portugal",,
21221304,Simaris,0.20559803449031147,northeast,Estrada de Taboeira,Aveiro,Portugal,3800-043,"Estrada de Taboeira, Aveiro 3800-043 Portugal",,
4101142,Eco Trilha,0.029569086660356684,south,,Braga,Portugal,4700-437,Braga 4700-437 Portugal,,
10064420,Agitours,0.3585752305568812,south,Rua Luis de Camoes n064,Agueda,Portugal,3750-159,"Rua Luis de Camoes n064, Agueda 3750-159 Portugal",,
17380427,Porta de Alconchel,0.09997220563108868,southeast,Rua de Serpa Pnto,Evora,Portugal,7000-531,"Rua de Serpa Pnto, Evora 7000-531 Portugal",,
10462108,Balonissimo,0.926498716779555,south,,Evora,Portugal,7000-019,Evora 7000-019 Portugal,,
16843797,Fonte da Audicao,0.5796988808830381,south,Monte do Bom Jesus 4715-056,Braga,Portugal,4715-297,"Monte do Bom Jesus 4715-056, Braga 4715-297 Portugal",,
20158682,Joy4fun,0.2896129718162107,south,Rua Luis Antonio Correia,Braga,Portugal,4715-310,"Rua Luis Antonio Correia, Braga 4715-310 Portugal",,
7140110,Ermida de Sao Miguel,0.4334425970525259,west,Patio de Sao Miguel,Evora,Portugal,7000-812,"Patio de Sao Miguel, Evora 7000-812 Portugal",,
3874056,Observatorio Geofisico e Astronomico,0.8545458926626821,east,Rua do Observatorio S/N,Coimbra,Portugal,3040-004,"Rua do Observatorio S/N, Coimbra 3040-004 Portugal",,
11896677,Centro comercial Nova Arcada,0.5675034177094166,north,Av de 100 Uniao de freguesias,Braga,Portugal,4715-165,"Av de 100 Uniao de freguesias, Braga 4715-165 Portugal",,
8533184,E.tour Bike Rental,0.07595452998721751,north,Coimbra Inovacao Parque,Coimbra,Portugal,3045-600,"Coimbra Inovacao Parque, Coimbra 3045-600 Portugal",,
15202848,Lux Yang Therapy,0.5636461533845812,south,Rua Irma Lucia 24,Coimbra,Portugal,3030-491,"Rua Irma Lucia 24 Loja 20G, Coimbra 3030-491 Portugal",Loja 20G,
4037743,Sete Fontes,0.8656107838712018,east,Lugar das Sete Fontes,Braga,Portugal,4715-165,"Lugar das Sete Fontes Sao Victor, Braga 4715-165 Portugal",Sao Victor,
15306697,Rumo Norte - Tours e Viagens,0.4409245282956677,north,Rua Conselheiro Lobato 480 A,Braga,Portugal,4705-089,"Rua Conselheiro Lobato 480 A, Braga 4705-089 Portugal",,
7139829,Igreja da Senhora da Cabeca,0.4399390376724471,west,Rua de Mendo Estevens,Evora,Portugal,7000-865,"Rua de Mendo Estevens, Evora 7000-865 Portugal",,
16843797,Fonte da Audicao,0.5715609922672411,southwest,Monte do Bom Jesus 4715-056,Braga,Portugal,4715-297,"Monte do Bom Jesus 4715-056, Braga 4715-297 Portugal",,
25190448,SensiSpa,0.14346842407574245,north,"Rua Padre Armando Lira, n. 22, Fr F",Braga,Portugal,4705-672,"Rua Padre Armando Lira, n. 22, Fr F, Braga 4705-672 Portugal",,
23654441,Glam Caffe,0.9221489195742864,southwest,Rua Americo Diniz 111 Casas Novas,Coimbra,Portugal,3045-138,"Rua Americo Diniz 111 Casas Novas, Coimbra 3045-138 Portugal",,
21345619,Ponte Edgar Cardoso,0.030581688081933945,west,Estrada Nacional 109,Figueira da Foz,Portugal,3080-026,"Estrada Nacional 109, Figueira da Foz 3080-026 Portugal",,
14891851,Praca Humberto Delgado,0.07516131885589082,northeast,Praca Humberto Delgado,Aveiro,Portugal,3810-270,"Praca Humberto Delgado, Aveiro 3810-270 Portugal",,
13498195,Clube Tenis Braga,0.8328652284084459,west,Rua Candido Oliveira 80,Braga,Portugal,,"Rua Candido Oliveira 80, Braga Portugal",,
13620292,Convento dos Congregados,0.47460184574384395,west,Rossio Marques de Pombal,Estremoz,Portugal,7100-020,"Rossio Marques de Pombal, Estremoz 7100-020 Portugal",,
4064581,Parque de Santa Cruz,0.3057471816302393,southwest,BR Sousa Pinto,Coimbra,Portugal,3000-393,"BR Sousa Pinto, Coimbra 3000-393 Portugal",,
13568582,Edificio da Rua de Santa Maria,0.029701149245685995,south,Rua de Santa Maria 39,Evora,Portugal,7000-592,"Rua de Santa Maria 39, Evora 7000-592 Portugal",,
7224821,Igreja de Nossa Senhora da Lapa,0.3736737451559261,west,Campo da Restauracao,Vila Vicosa,Portugal,7150-000,"Campo da Restauracao, Vila Vicosa 7150-000 Portugal",,
19261527,Escadas do Quinchorro,0.3070848833061722,west,R. dos Foscadores 9,Coimbra,Portugal,3040-202,"R. dos Foscadores 9, Coimbra 3040-202 Portugal",,
11629534,Solve & Escape,0.19093287058348546,northeast,Rua Magalhaes Serrao 1,Aveiro,Portugal,3810-130,"Rua Magalhaes Serrao 1, Aveiro 3810-130 Portugal",,
25190380,Sensispa,0.2919916968187526,north,Rua Padre Armando Lira,Braga,Portugal,4705-672,"Rua Padre Armando Lira 22, Braga 4705-672 Portugal",22,
8533184,E.tour Bike Rental,0.890031147589456,south,Coimbra Inovacao Parque,Coimbra,Portugal,3045-600,"Coimbra Inovacao Parque, Coimbra 3045-600 Portugal",,
7391516,Patio da Inquisicao,0.5707231582249155,south,Rua Pedro Rocha,Coimbra,Portugal,3000-330,"Rua Pedro Rocha, Coimbra 3000-330 Portugal",,
15668831,Tricana de Coimbra,0.1167732308414603,north,R. de Quebra Costas 50-56,Coimbra,Portugal,3000-340,"R. de Quebra Costas 50-56, Coimbra 3000-340 Portugal",,
12242860,Braga Taxis,0.3389481246411843,west,,Braga,Portugal,,Braga Portugal,,
24898818,Capela De Sao Joao Da Ponte,0.37032456856296925,north,Largo Sao Joao Da Ponte - Sao Jose De Sao Lazaro,Braga,Portugal,4715-049,"Largo Sao Joao Da Ponte - Sao Jose De Sao Lazaro, Braga 4715-049 Portugal",,
7139707,Convent and Fort of Santo Antonio da Piedade (Evora),0.2720944536419139,east,Quinta do Bacelo,Evora,Portugal,7005-198,"Quinta do Bacelo, Evora 7005-198 Portugal",,
23285801,Loyal Collect a Car,0.05991714778405657,east,Rua Chafariz Del Rei N33,Evora,Portugal,7005-323,"Rua Chafariz Del Rei N33, Evora 7005-323 Portugal",,
17568170,Geres Adventure,0.7144998076873629,west,Avenida das Pontes N 446,Rio Caldo,Portugal,4845-024,"Avenida das Pontes N 446, Rio Caldo 4845-024 Portugal",,
7156051,Igreja e Convento do Carmo,0.05082506678920793,east,Rua de Dom Augusto Eduardo Nunes,Evora,Portugal,7000-651,"Rua de Dom Augusto Eduardo Nunes Largo da Porta de Moura, Evora 7000-651 Portugal",Largo da Porta de Moura,
21221304,Simaris,0.38972286716027593,northeast,Estrada de Taboeira,Aveiro,Portugal,3800-043,"Estrada de Taboeira, Aveiro 3800-043 Portugal",,
3869808,Indigo Centro de Estetica e Spa Urbano,0.08469499412086633,southeast,Rua Pedro Alvares Cabral 30,Coimbra,Portugal,3030-069,"Rua Pedro Alvares Cabral 30, Coimbra 3030-069 Portugal",,
8533184,E.tour Bike Rental,0.8003176783510416,south,Coimbra Inovacao Parque,Coimbra,Portugal,3045-600,"Coimbra Inovacao Parque, Coimbra 3045-600 Portugal",,
2092327,SWIG tours Aveiro,0.7654416797966342,northwest,Voltec Lda Zona Industrial da Taboeira,Aveiro,Portugal,3800-055,"Voltec Lda Zona Industrial da Taboeira, Aveiro 3800-055 Portugal",,
13124988,Just Be,0.04232141257047219,northeast,Avenida Sao Sebastiao 9,Evora,Portugal,7000-767,"Avenida Sao Sebastiao 9, Evora 7000-767 Portugal",,
20158682,Joy4fun,0.5397976821940452,west,Rua Luis Antonio Correia,Braga,Portugal,4715-310,"Rua Luis Antonio Correia, Braga 4715-310 Portugal",,
546499,Igreja da Misericordia,0.013168074135617706,southwest,Rua da Misericordia 1,Evora,Portugal,7000-646,"Rua da Misericordia 1, Evora 7000-646 Portugal",,
7789442,Museu PIO XII,0.3272724962655141,south,Largo de Sao Tiago 47,Braga,Portugal,4700-039,"Largo de Sao Tiago 47 Largo de Santiago, 47, Braga 4700-039 Portugal","Largo de Santiago, 47",
13498195,Clube Tenis Braga,0.5883109486699563,west,Rua Candido Oliveira 80,Braga,Portugal,,"Rua Candido Oliveira 80, Braga Portugal",,
13630870,Departamento de Arquitectura e Artes Visuais da UE,0.955967157761491,south,N18 36,Evora,Portugal,7005-005,"N18 36, Evora 7005-005 Portugal",,
24898818,Capela De Sao Joao Da Ponte,0.9769628054831326,north,Largo Sao Joao Da Ponte - Sao Jose De Sao Lazaro,Braga,Portugal,4715-049,"Largo Sao Joao Da Ponte - Sao Jose De Sao Lazaro, Braga 4715-049 Portugal",,
13511302,Garden da Avenida Central,0.04142409717972055,northwest,Avenida Central 116,Braga,Portugal,4710-229,"Avenida Central 116, Braga 4710-229 Portugal",,
,,,,,,,,,,
17568170,Geres Adventure,0.8224442765328625,southwest,Avenida das Pontes N 446,Rio Caldo,Portugal,4845-024,"Avenida das Pontes N 446, Rio Caldo 4845-024 Portugal",,
23947289,Magicplace Aveiro,0.18777257891772609,northwest,Rua General Jose Domingues Peres,Aveiro,Portugal,3800-404,"Rua General Jose Domingues Peres 36, Aveiro 3800-404 Portugal",36,
3189278,O Pioneiro do Mondego,0.4656959402426197,east,,Coimbra,Portugal,,Coimbra Portugal,,
16584466,Igreja Paroquial de Maximinos,0.8411326103599517,southwest,"Rua P. Cruz, 12",Braga,Portugal,4700-232,"Rua P. Cruz, 12, Braga 4700-232 Portugal",,
3282049,Monastery of Celas,0.07580724740951057,southwest,Largo da Cruz de Celas,Coimbra,Portugal,3000-132,"Largo da Cruz de Celas, Coimbra 3000-132 Portugal",,
17262084,Seminario de Nossa Senhora da Conceicao,0.33348467161623846,east,R. de Sao Domingos,Braga,Portugal,4700-176,"R. de Sao Domingos, Braga 4700-176 Portugal",,
15042321,Feijao Verde Fun Park,0.1419733783743282,southeast,"Estrada de Sao Bernardo, Armazem C",Aveiro,Portugal,3810-075,"Estrada de Sao Bernardo, Armazem C, Aveiro 3810-075 Portugal",,
7224821,Igreja de Nossa Senhora da Lapa,0.2914856469160482,west,Campo da Restauracao,Vila Vicosa,Portugal,7150-000,"Campo da Restauracao, Vila Vicosa 7150-000 Portugal",,
24898818,Capela De Sao Joao Da Ponte,0.7039080770693803,north,Largo Sao Joao Da Ponte - Sao Jose De Sao Lazaro,Braga,Portugal,4715-049,"Largo Sao Joao Da Ponte - Sao Jose De Sao Lazaro, Braga 4715-049 Portugal",,
17380427,Porta de Alconchel,0.0800371344540761,south,Rua de Serpa Pnto,Evora,Portugal,7000-531,"Rua de Serpa Pnto, Evora 7000-531 Portugal",,
,,,,,,,,,,
13557814,Complexo Desportivo de Evora,0.1692598537712558,east,Estrada Nacional 380 40,Evora,Portugal,7005-206,"Estrada Nacional 380 40, Evora 7005-206 Portugal",,
6589682,Madomis Tours,0.3212032851681672,west,,Coimbra,Portugal,3030-030,Coimbra 3030-030 Portugal,,
6117134,Mercado Municipal D. Pedro V,0.07325344333683523,south,Rua Nicolau Rui Fernandes,Coimbra,Portugal,3000-303,"Rua Nicolau Rui Fernandes, Coimbra 3000-303 Portugal",,
10112840,B-Side Bar Club,0.2626389057508111,south,Praceta Beato Inacio de Azevedo 1,Braga,Portugal,4700-366,"Praceta Beato Inacio de Azevedo 1, Braga 4700-366 Portugal",,
17380427,Porta de Alconchel,0.09372096722296412,southeast,Rua de Serpa Pnto,Evora,Portugal,7000-531,"Rua de Serpa Pnto, Evora 7000-531 Portugal",,
21221304,Simaris,0.3656123296898188,northeast,Estrada de Taboeira,Aveiro,Portugal,3800-043,"Estrada de Taboeira, Aveiro 3800-043 Portugal",,
13568773,Tribunal Judicial da Comarca De Evora,0.07222639286643581,west,Largo da Portas de Moura,Evora,Portugal,7004-507,"Largo da Portas de Moura, Evora 7004-507 Portugal",,
23611493,Casa do Montado,0.08664186675191632,southeast,Rua das Amas do Cardeal 2 10,Evora,Portugal,7000-581,"Rua das Amas do Cardeal 2 10, Evora 7000-581 Portugal",,
23341679,Estacao Ferroviaria De Coimbra,0.6289852004729236,southwest,Largo das Ameias,Coimbra,Portugal,3000-024,"Largo das Ameias, Coimbra 3000-024 Portugal",,
21327462,Espirito de Liberdade,0.37958776385960413,north,Rua Nova do Sobreiro,Coimbra,Portugal,3030-078,"Rua Nova do Sobreiro, Coimbra 3030-078 Portugal",,
4064581,Parque de Santa Cruz,0.2834042366993834,west,BR Sousa Pinto,Coimbra,Portugal,3000-393,"BR Sousa Pinto, Coimbra 3000-393 Portugal",,
23484406,Statue of Reverend Father Jose Vieira Pereira,0.36967800279898555,north,R. da Igreja Nova,Canical,Portugal,9200,"R. da Igreja Nova, Canical, Madeira 9200 Portugal",,Madeira
7224967,Igreja do Sr. Jesus dos Aflitos,0.536137215715188,northwest,Sr. dos Aflitos,Evora,Portugal,7000,"Sr. dos Aflitos, Evora 7000 Portugal",,
15224349,4GTS,0.9366832222422613,southwest,"Rua Oscar Dias Pereira, n0 40 Braga - Portugal",Braga,Portugal,4710-081,"Rua Oscar Dias Pereira, n0 40 Braga - Portugal, Braga 4710-081 Portugal",,
21246619,Atelier de Larim,0.33270550668630816,southeast,"Largo Comendador Joaquim Manuel de Faria, 12",Braga,Portugal,4730-577,"Largo Comendador Joaquim Manuel de Faria, 12, Braga 4730-577 Portugal",,
23816917,Cinemas Zero Tabus Aveiro,0.11940380357071642,southeast,Rua Hintze Ribeiro 66,Aveiro,Portugal,3800-359,"Rua Hintze Ribeiro 66, Aveiro 3800-359 Portugal",,
6631158,Quinta Cova da Raposa,0.41488783792058465,northwest,Rua do Monte de Baixo,Braga,Portugal,4710-070,"Rua do Monte de Baixo Gualtar, Braga 4710-070 Portugal",Gualtar,
10245503,Atrium Solum Centro Comercial,0.10245566198547539,southeast,Avenida Elisio de Moura 85,Coimbra,Portugal,3030-183,"Avenida Elisio de Moura 85, Coimbra 3030-183 Portugal",,
13498195,Clube Tenis Braga,0.8519827098146199,west,Rua Candido Oliveira 80,Braga,Portugal,,"Rua Candido Oliveira 80, Braga Portugal",,
2339923,House of Coimbra,0.18900153021023353,west,Off Santa Cruz No. 506,Braga,Portugal,4710-326,"Off Santa Cruz No. 506, Braga 4710-326 Portugal",,
23484406,Statue of Reverend Father Jose Vieira Pereira,0.11378873696811048,northwest,R. da Igreja Nova,Canical,Portugal,9200,"R. da Igreja Nova, Canical, Madeira 9200 Portugal",,Madeira
13834818,Igreja de Nossa Senhora Auxiliadora,0.2618244144779175,east,Avenida Sao Joao Bosco 4,Evora,Portugal,7000-766,"Avenida Sao Joao Bosco 4, Evora 7000-766 Portugal",,
19503599,Coimbra Free Walking Tour,0.023809274525943842,northwest,Couraca dos Apostolos,Coimbra,Portugal,3000-431,"Couraca dos Apostolos, Coimbra 3000-431 Portugal",,
4011089,Hugo Crespo - Servicos Equestres,0.5147261749575729,northwest,Quinta do Frade,Coimbra,Portugal,6300-080,"Quinta do Frade, Coimbra 6300-080 Portugal",,
6908472,Shopping Braga Parque,0.08036766829562084,east,Avenida Padre Julio Fragata 118,Braga,Portugal,4710-413,"Avenida Padre Julio Fragata 118, Braga 4710-413 Portugal",,
15038183,Feijao Verde Fun Park,0.8757442626046951,north,Rua Manuel Madeira n0 9,Coimbra,Portugal,3025-999,"Rua Manuel Madeira n0 9, Coimbra 3025-999 Portugal",,
10064420,Agitours,0.28199458791404597,southeast,Rua Luis de Camoes n064,Agueda,Portugal,3750-159,"Rua Luis de Camoes n064, Agueda 3750-159 Portugal",,
15683555,Ponte dos Carcavelos,0.08676888650882182,northwest,Canal de S. Roque,Aveiro,Portugal,3800-257,"Canal de S. Roque, Aveiro 3800-257 Portugal",,
23816917,Cinemas Zero Tabus Aveiro,0.09344091342423194,northeast,Rua Hintze Ribeiro 66,Aveiro,Portugal,3800-359,"Rua Hintze Ribeiro 66, Aveiro 3800-359 Portugal",,
20158682,Joy4fun,0.24274526737699148,southwest,Rua Luis Antonio Correia,Braga,Portugal,4715-310,"Rua Luis Antonio Correia, Braga 4715-310 Portugal",,
12242860,Braga Taxis,0.03353051529451937,northwest,,Braga,Portugal,,Braga Portugal,,
3869808,Indigo Centro de Estetica e Spa Urbano,0.12783848443400336,southeast,Rua Pedro Alvares Cabral 30,Coimbra,Portugal,3030-069,"Rua Pedro Alvares Cabral 30, Coimbra 3030-069 Portugal",,
7156051,Igreja e Convento do Carmo,0.030786871980275677,northeast,Rua de Dom Augusto Eduardo Nunes,Evora,Portugal,7000-651,"Rua de Dom Augusto Eduardo Nunes Largo da Porta de Moura, Evora 7000-651 Portugal",Largo da Porta de Moura,
18950045,Enigma 56 – Coimbra Escape Rooms,0.10797478840376946,north,Rua da Sofia,Coimbra,Portugal,3000-389,"Rua da Sofia Nº 56, Coimbra 3000-389 Portugal",Nº 56,
3874056,Observatorio Geofisico e Astronomico,0.7353519008029228,east,Rua do Observatorio S/N,Coimbra,Portugal,3040-004,"Rua do Observatorio S/N, Coimbra 3040-004 Portugal",,
15238097,Skydive Porto,0.5872268202141789,north,"Rua do Carregal, 62",Braga,Portugal,4700-154,"Rua do Carregal, 62 Palmeira, Braga 4700-154 Portugal",Palmeira,
9594348,Feitoria do Cacao,1.1489320336373605,southwest,"EN335, Rua Direita Armazem Lote 5",Aveiro,Portugal,3810-003,"EN335, Rua Direita Armazem Lote 5 Salgueiro - Soza, Aveiro 3810-003 Portugal",Salgueiro - Soza,
13498195,Clube Tenis Braga,0.3052141911190083,southwest,Rua Candido Oliveira 80,Braga,Portugal,,"Rua Candido Oliveira 80, Braga Portugal",,
